environment | time (second),ion_concentrations | glucose_i (M),ion_concentrations | glucose_o (M),ion_concentrations | Na_i (M),ion_concentrations | Na_o (M),ion_concentrations | V (volt),ion_concentrations | V' (volt/second),kinetic_equations | C_1 (umol),kinetic_equations | C_1' (umol/second),kinetic_equations | C_2 (umol),kinetic_equations | C_2' (umol/second),kinetic_equations | C_3 (umol),kinetic_equations | C_3' (umol/second),kinetic_equations | C_4 (umol),kinetic_equations | C_4' (umol/second),kinetic_equations | C_5 (umol),kinetic_equations | C_5' (umol/second),kinetic_equations | C_6 (umol),kinetic_equations | C_6_temp (umol),kinetic_equations | C_6_temp' (umol/second),king_altman_states | C1 (umol),king_altman_states | C1_sum (per_second5),king_altman_states | C2 (umol),king_altman_states | C2_sum (per_second5),king_altman_states | C3 (umol),king_altman_states | C3_sum (per_second5),king_altman_states | C4 (umol),king_altman_states | C4_sum (per_second5),king_altman_states | C5 (umol),king_altman_states | C5_sum (per_second5),king_altman_states | C6 (umol),king_altman_states | C6_sum (per_second5),king_altman_states | C_sum (per_second5),NBC_current | I_NaGl_pSS (uA),NBC_current | I_NaGl_SS (uA),NBC_current | J_Na (umol_per_second),parameters | alpha_p (dimensionless),parameters | alpha_pp (dimensionless),parameters | area (um2),parameters | C_T (umol),parameters | delta (dimensionless),parameters | F (C_per_mol),parameters | k0_12 (per_M_per_second),parameters | k0_16 (per_second),parameters | k0_21 (per_second),parameters | k0_23 (per_M_per_second),parameters | k0_25 (per_second),parameters | k0_32 (per_second),parameters | k0_34 (per_second),parameters | k0_43 (per_second),parameters | k0_45 (per_second),parameters | k0_52 (per_second),parameters | k0_54 (per_M_per_second),parameters | k0_56 (per_second),parameters | k0_61 (per_second),parameters | k0_65 (per_M_per_second),parameters | mu (dimensionless),parameters | n (dimensionless),parameters | N_Avo (per_mol),parameters | N_C (dimensionless),parameters | R (J_per_K_per_mol),parameters | T (kelvin),parameters | z_c (dimensionless),parameters | z_Na (dimensionless),phenomonological_constants | alpha (M2),phenomonological_constants | beta (M),phenomonological_constants | chi (M),phenomonological_constants | epsilon (per_second),phenomonological_constants | gamma (M2_per_second),phenomonological_constants | Imax_gluc (uA),phenomonological_constants | Imax_Na (uA),phenomonological_constants | Khalf_gluc (M),phenomonological_constants | Khalf_Na (M),phenomonological_constants | lambda (per_M2_per_second5),phenomonological_constants | phi (M_per_second),rate_constants | k0_54_temp (per_M_per_second),rate_constants | k_12 (per_second),rate_constants | k_16 (per_second),rate_constants | k_21 (per_second),rate_constants | k_23 (per_second),rate_constants | k_25 (per_second),rate_constants | k_32 (per_second),rate_constants | k_34 (per_second),rate_constants | k_43 (per_second),rate_constants | k_45 (per_second),rate_constants | k_52 (per_second),rate_constants | k_52_temp (per_second),rate_constants | k_54 (per_second),rate_constants | k_56 (per_second),rate_constants | k_61 (per_second),rate_constants | k_65 (per_second),rate_constants | ks_12 (per_M_per_second),rate_constants | Na_o (M),rate_constants | Na_i (M)
0.487,0,0.001,0.01,0.1,-0.149951,0.0001,3.92E-09,-5.43E-13,1.02E-07,-9.42E-12,1.52E-08,-8.26E-13,8.91E-10,-4.51E-14,1.49E-08,3.58E-12,3.07E-09,3.07E-09,4.70E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686468,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61358,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479649,0.00301384,-21.0706,1.10E-09,-0.564455,-0.141503,0.0031171,0.00306453,1.06E+16,-3.00E-05,6.72E+06,4642.18,14.0191,172.333,10,0.01,20,50,50,800,0.168,0.17,0,48,249.66,0.5,46421.8,0.1,0.01
0.488,0,0.001,0.01,0.1,-0.149951,0.0001,3.92E-09,-5.68E-13,1.02E-07,-9.39E-12,1.52E-08,-8.26E-13,8.91E-10,-4.51E-14,1.49E-08,3.58E-12,3.07E-09,3.07E-09,4.70E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686468,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61358,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479649,0.00301384,-21.0706,1.10E-09,-0.564455,-0.141503,0.0031171,0.00306453,1.06E+16,-3.00E-05,6.72E+06,4642.18,14.0191,172.333,10,0.01,20,50,50,800,0.168,0.17,0,48,249.66,0.5,46421.8,0.1,0.01
0.489,0,0.001,0.01,0.1,-0.149951,0.0001,3.92E-09,-5.93E-13,1.02E-07,-9.36E-12,1.52E-08,-8.26E-13,8.91E-10,-4.51E-14,1.49E-08,3.58E-12,3.07E-09,3.07E-09,4.69E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686468,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61357,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.00047965,0.00301384,-21.0706,1.10E-09,-0.564455,-0.141503,0.0031171,0.00306454,1.06E+16,-3.00E-05,6.72E+06,4642.17,14.0191,172.333,10,0.01,20,50,50,800,0.168,0.17,0,48,249.66,0.5,46421.7,0.1,0.01
0.49,0,0.001,0.01,0.1,-0.149951,0.0001,3.92E-09,-6.18E-13,1.02E-07,-9.33E-12,1.52E-08,-8.26E-13,8.91E-10,-4.51E-14,1.49E-08,3.57E-12,3.07E-09,3.07E-09,4.69E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686468,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61357,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.00047965,0.00301384,-21.0706,1.10E-09,-0.564455,-0.141503,0.0031171,0.00306454,1.06E+16,-3.00E-05,6.72E+06,4642.17,14.0191,172.333,10,0.01,20,50,50,800,0.168,0.17,0,48,249.659,0.5,46421.7,0.1,0.01
0.491,0,0.001,0.01,0.1,-0.149951,0.0001,3.92E-09,-6.43E-13,1.02E-07,-9.30E-12,1.52E-08,-8.26E-13,8.91E-10,-4.51E-14,1.49E-08,3.57E-12,3.07E-09,3.07E-09,4.69E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686468,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61356,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.00047965,0.00301384,-21.0706,1.10E-09,-0.564455,-0.141503,0.0031171,0.00306455,1.06E+16,-3.00E-05,6.72E+06,4642.17,14.0191,172.333,10,0.01,20,50,50,800,0.168,0.17,0,48,249.659,0.5,46421.7,0.1,0.01
0.492,0,0.001,0.01,0.1,-0.149951,0.0001,3.92E-09,-6.68E-13,1.02E-07,-9.27E-12,1.52E-08,-8.26E-13,8.91E-10,-4.51E-14,1.49E-08,3.57E-12,3.07E-09,3.07E-09,4.68E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686468,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61356,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479651,0.00301384,-21.0706,1.10E-09,-0.564455,-0.141503,0.0031171,0.00306455,1.06E+16,-3.00E-05,6.72E+06,4642.17,14.0191,172.333,10,0.01,20,50,50,800,0.168,0.17,0,48,249.659,0.5,46421.7,0.1,0.01
0.493,0,0.001,0.01,0.1,-0.149951,0.0001,3.92E-09,-6.93E-13,1.02E-07,-9.24E-12,1.52E-08,-8.26E-13,8.91E-10,-4.51E-14,1.49E-08,3.57E-12,3.07E-09,3.07E-09,4.68E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686468,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61356,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479651,0.00301384,-21.0706,1.10E-09,-0.564455,-0.141503,0.0031171,0.00306455,1.06E+16,-3.00E-05,6.72E+06,4642.16,14.0192,172.333,10,0.01,20,50,50,800,0.168,0.17,0,48,249.658,0.5,46421.6,0.1,0.01
0.494,0,0.001,0.01,0.1,-0.149951,0.0001,3.92E-09,-7.18E-13,1.02E-07,-9.21E-12,1.52E-08,-8.26E-13,8.91E-10,-4.51E-14,1.49E-08,3.57E-12,3.07E-09,3.07E-09,4.67E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686468,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61355,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479651,0.00301384,-21.0706,1.10E-09,-0.564455,-0.141503,0.0031171,0.00306456,1.06E+16,-3.00E-05,6.72E+06,4642.16,14.0192,172.334,10,0.01,20,50,50,800,0.168,0.17,0,48,249.658,0.5,46421.6,0.1,0.01
0.495,0,0.001,0.01,0.1,-0.14995,0.0001,3.92E-09,-7.43E-13,1.02E-07,-9.18E-12,1.52E-08,-8.26E-13,8.91E-10,-4.51E-14,1.49E-08,3.57E-12,3.07E-09,3.07E-09,4.67E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686468,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61355,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479651,0.00301384,-21.0706,1.10E-09,-0.564455,-0.141503,0.0031171,0.00306456,1.06E+16,-3.00E-05,6.72E+06,4642.16,14.0192,172.334,10,0.01,20,50,50,800,0.168,0.17,0,48,249.658,0.5,46421.6,0.1,0.01
0.496,0,0.001,0.01,0.1,-0.14995,0.0001,3.92E-09,-7.68E-13,1.02E-07,-9.15E-12,1.52E-08,-8.26E-13,8.91E-10,-4.51E-14,1.49E-08,3.57E-12,3.07E-09,3.07E-09,4.66E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686468,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61355,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479652,0.00301384,-21.0706,1.10E-09,-0.564455,-0.141503,0.0031171,0.00306456,1.06E+16,-3.00E-05,6.72E+06,4642.16,14.0192,172.334,10,0.01,20,50,50,800,0.168,0.17,0,48,249.657,0.5,46421.6,0.1,0.01
0.497,0,0.001,0.01,0.1,-0.14995,0.0001,3.92E-09,-7.93E-13,1.02E-07,-9.12E-12,1.52E-08,-8.26E-13,8.91E-10,-4.52E-14,1.49E-08,3.56E-12,3.07E-09,3.07E-09,4.66E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686468,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61354,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479652,0.00301384,-21.0706,1.10E-09,-0.564454,-0.141503,0.0031171,0.00306457,1.06E+16,-3.00E-05,6.72E+06,4642.15,14.0192,172.334,10,0.01,20,50,50,800,0.168,0.17,0,48,249.657,0.5,46421.5,0.1,0.01
0.498,0,0.001,0.01,0.1,-0.14995,0.0001,3.92E-09,-8.18E-13,1.02E-07,-9.09E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.56E-12,3.07E-09,3.07E-09,4.66E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686468,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61354,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479652,0.00301384,-21.0706,1.10E-09,-0.564454,-0.141503,0.0031171,0.00306457,1.06E+16,-3.00E-05,6.72E+06,4642.15,14.0193,172.334,10,0.01,20,50,50,800,0.168,0.17,0,48,249.657,0.5,46421.5,0.1,0.01
0.499,0,0.001,0.01,0.1,-0.14995,0.0001,3.92E-09,-8.42E-13,1.02E-07,-9.06E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.56E-12,3.07E-09,3.07E-09,4.65E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686468,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61353,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479653,0.00301384,-21.0706,1.10E-09,-0.564454,-0.141503,0.0031171,0.00306458,1.06E+16,-3.00E-05,6.72E+06,4642.15,14.0193,172.334,10,0.01,20,50,50,800,0.168,0.17,0,48,249.656,0.5,46421.5,0.1,0.01
0.5,0,0.001,0.01,0.1,-0.14995,0.0001,3.92E-09,-8.67E-13,1.02E-07,-9.03E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.56E-12,3.07E-09,3.07E-09,4.65E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686468,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61353,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479653,0.00301384,-21.0706,1.10E-09,-0.564454,-0.141503,0.0031171,0.00306458,1.06E+16,-3.00E-05,6.72E+06,4642.15,14.0193,172.334,10,0.01,20,50,50,800,0.168,0.17,0,48,249.656,0.5,46421.5,0.1,0.01
0.501,0,0.001,0.01,0.1,-0.14995,0.0001,3.92E-09,-8.92E-13,1.02E-07,-9.00E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.56E-12,3.07E-09,3.07E-09,4.64E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686468,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61353,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479653,0.00301384,-21.0706,1.10E-09,-0.564454,-0.141503,0.0031171,0.00306458,1.06E+16,-3.00E-05,6.72E+06,4642.14,14.0193,172.334,10,0.01,20,50,50,800,0.168,0.17,0,48,249.656,0.5,46421.4,0.1,0.01
0.502,0,0.001,0.01,0.1,-0.14995,0.0001,3.92E-09,-9.17E-13,1.02E-07,-8.97E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.56E-12,3.07E-09,3.07E-09,4.64E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686468,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61352,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479653,0.00301384,-21.0706,1.10E-09,-0.564454,-0.141503,0.0031171,0.00306459,1.06E+16,-3.00E-05,6.72E+06,4642.14,14.0193,172.334,10,0.01,20,50,50,800,0.168,0.17,0,48,249.655,0.5,46421.4,0.1,0.01
0.503,0,0.001,0.01,0.1,-0.14995,0.0001,3.92E-09,-9.42E-13,1.02E-07,-8.94E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.56E-12,3.07E-09,3.07E-09,4.64E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686477,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61352,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479654,0.00301384,-21.0706,1.10E-09,-0.564454,-0.141503,0.0031171,0.00306459,1.06E+16,-3.00E-05,6.72E+06,4642.14,14.0193,172.334,10,0.01,20,50,50,800,0.168,0.17,0,48,249.655,0.5,46421.4,0.1,0.01
0.504,0,0.001,0.01,0.1,-0.14995,0.0001,3.92E-09,-9.66E-13,1.02E-07,-8.91E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.56E-12,3.07E-09,3.07E-09,4.63E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61352,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479654,0.00301384,-21.0706,1.10E-09,-0.564454,-0.141503,0.0031171,0.00306459,1.06E+16,-3.00E-05,6.72E+06,4642.14,14.0194,172.334,10,0.01,20,50,50,800,0.168,0.17,0,48,249.655,0.5,46421.4,0.1,0.01
0.505,0,0.001,0.01,0.1,-0.149949,0.0001,3.92E-09,-9.91E-13,1.02E-07,-8.88E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.55E-12,3.07E-09,3.07E-09,4.63E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61351,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479654,0.00301384,-21.0706,1.10E-09,-0.564454,-0.141503,0.0031171,0.0030646,1.06E+16,-3.00E-05,6.72E+06,4642.13,14.0194,172.335,10,0.01,20,50,50,800,0.168,0.17,0,48,249.654,0.5,46421.3,0.1,0.01
0.506,0,0.001,0.01,0.1,-0.149949,0.0001,3.92E-09,-1.02E-12,1.02E-07,-8.85E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.55E-12,3.07E-09,3.07E-09,4.62E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.75E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61351,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479655,0.00301384,-21.0706,1.10E-09,-0.564454,-0.141503,0.0031171,0.0030646,1.06E+16,-3.00E-05,6.72E+06,4642.13,14.0194,172.335,10,0.01,20,50,50,800,0.168,0.17,0,48,249.654,0.5,46421.3,0.1,0.01
0.507,0,0.001,0.01,0.1,-0.149949,0.0001,3.92E-09,-1.04E-12,1.02E-07,-8.82E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.55E-12,3.07E-09,3.07E-09,4.62E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6135,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479655,0.00301384,-21.0706,1.10E-09,-0.564454,-0.141503,0.0031171,0.00306461,1.06E+16,-3.00E-05,6.72E+06,4642.13,14.0194,172.335,10,0.01,20,50,50,800,0.168,0.17,0,48,249.654,0.5,46421.3,0.1,0.01
0.508,0,0.001,0.01,0.1,-0.149949,0.0001,3.92E-09,-1.07E-12,1.02E-07,-8.79E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.55E-12,3.07E-09,3.07E-09,4.61E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6135,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479655,0.00301384,-21.0706,1.10E-09,-0.564454,-0.141503,0.0031171,0.00306461,1.06E+16,-3.00E-05,6.72E+06,4642.13,14.0194,172.335,10,0.01,20,50,50,800,0.168,0.17,0,48,249.653,0.5,46421.3,0.1,0.01
0.509,0,0.001,0.01,0.1,-0.149949,0.0001,3.92E-09,-1.09E-12,1.02E-07,-8.76E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.55E-12,3.07E-09,3.07E-09,4.61E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6135,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479655,0.00301384,-21.0706,1.10E-09,-0.564454,-0.141503,0.0031171,0.00306461,1.06E+16,-3.00E-05,6.72E+06,4642.12,14.0195,172.335,10,0.01,20,50,50,800,0.168,0.17,0,48,249.653,0.5,46421.2,0.1,0.01
0.51,0,0.001,0.01,0.1,-0.149949,0.0001,3.92E-09,-1.11E-12,1.02E-07,-8.73E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.55E-12,3.07E-09,3.07E-09,4.61E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61349,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479656,0.00301384,-21.0706,1.10E-09,-0.564454,-0.141503,0.0031171,0.00306462,1.06E+16,-3.00E-05,6.72E+06,4642.12,14.0195,172.335,10,0.01,20,50,50,800,0.168,0.17,0,48,249.653,0.5,46421.2,0.1,0.01
0.511,0,0.001,0.01,0.1,-0.149949,0.0001,3.92E-09,-1.14E-12,1.02E-07,-8.70E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.55E-12,3.07E-09,3.07E-09,4.60E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61349,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479656,0.00301383,-21.0706,1.10E-09,-0.564454,-0.141503,0.0031171,0.00306462,1.06E+16,-3.00E-05,6.72E+06,4642.12,14.0195,172.335,10,0.01,20,50,50,800,0.168,0.17,0,48,249.652,0.5,46421.2,0.1,0.01
0.512,0,0.001,0.01,0.1,-0.149949,0.0001,3.92E-09,-1.16E-12,1.02E-07,-8.67E-12,1.52E-08,-8.27E-13,8.91E-10,-4.52E-14,1.49E-08,3.54E-12,3.07E-09,3.07E-09,4.60E-12,3.92E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.62E+10,4.37E+12,-0.0686467,-0.0686476,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61349,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479656,0.00301383,-21.0706,1.10E-09,-0.564454,-0.141503,0.0031171,0.00306462,1.06E+16,-3.00E-05,6.72E+06,4642.11,14.0195,172.335,10,0.01,20,50,50,800,0.168,0.17,0,48,249.652,0.5,46421.1,0.1,0.01
