environment | time (second),ion_concentrations | glucose_i (M),ion_concentrations | glucose_o (M),ion_concentrations | Na_i (M),ion_concentrations | Na_o (M),ion_concentrations | V (volt),ion_concentrations | V' (volt/second),kinetic_equations | C_1 (umol),kinetic_equations | C_1' (umol/second),kinetic_equations | C_2 (umol),kinetic_equations | C_2' (umol/second),kinetic_equations | C_3 (umol),kinetic_equations | C_3' (umol/second),kinetic_equations | C_4 (umol),kinetic_equations | C_4' (umol/second),kinetic_equations | C_5 (umol),kinetic_equations | C_5' (umol/second),kinetic_equations | C_6 (umol),kinetic_equations | C_6_temp (umol),kinetic_equations | C_6_temp' (umol/second),king_altman_states | C1 (umol),king_altman_states | C1_sum (per_second5),king_altman_states | C2 (umol),king_altman_states | C2_sum (per_second5),king_altman_states | C3 (umol),king_altman_states | C3_sum (per_second5),king_altman_states | C4 (umol),king_altman_states | C4_sum (per_second5),king_altman_states | C5 (umol),king_altman_states | C5_sum (per_second5),king_altman_states | C6 (umol),king_altman_states | C6_sum (per_second5),king_altman_states | C_sum (per_second5),NBC_current | I_NaGl_pSS (uA),NBC_current | I_NaGl_SS (uA),NBC_current | J_Na (umol_per_second),parameters | alpha_p (dimensionless),parameters | alpha_pp (dimensionless),parameters | area (um2),parameters | C_T (umol),parameters | delta (dimensionless),parameters | F (C_per_mol),parameters | k0_12 (per_M_per_second),parameters | k0_16 (per_second),parameters | k0_21 (per_second),parameters | k0_23 (per_M_per_second),parameters | k0_25 (per_second),parameters | k0_32 (per_second),parameters | k0_34 (per_second),parameters | k0_43 (per_second),parameters | k0_45 (per_second),parameters | k0_52 (per_second),parameters | k0_54 (per_M_per_second),parameters | k0_56 (per_second),parameters | k0_61 (per_second),parameters | k0_65 (per_M_per_second),parameters | mu (dimensionless),parameters | n (dimensionless),parameters | N_Avo (per_mol),parameters | N_C (dimensionless),parameters | R (J_per_K_per_mol),parameters | T (kelvin),parameters | z_c (dimensionless),parameters | z_Na (dimensionless),phenomonological_constants | alpha (M2),phenomonological_constants | beta (M),phenomonological_constants | chi (M),phenomonological_constants | epsilon (per_second),phenomonological_constants | gamma (M2_per_second),phenomonological_constants | Imax_gluc (uA),phenomonological_constants | Imax_Na (uA),phenomonological_constants | Khalf_gluc (M),phenomonological_constants | Khalf_Na (M),phenomonological_constants | lambda (per_M2_per_second5),phenomonological_constants | phi (M_per_second),rate_constants | k0_54_temp (per_M_per_second),rate_constants | k_12 (per_second),rate_constants | k_16 (per_second),rate_constants | k_21 (per_second),rate_constants | k_23 (per_second),rate_constants | k_25 (per_second),rate_constants | k_32 (per_second),rate_constants | k_34 (per_second),rate_constants | k_43 (per_second),rate_constants | k_45 (per_second),rate_constants | k_52 (per_second),rate_constants | k_52_temp (per_second),rate_constants | k_54 (per_second),rate_constants | k_56 (per_second),rate_constants | k_61 (per_second),rate_constants | k_65 (per_second),rate_constants | ks_12 (per_M_per_second),rate_constants | Na_o (M),rate_constants | Na_i (M)
0.776,0,0.001,0.01,0.1,-0.149922,0.0001,3.93E-09,-7.03E-12,1.02E-07,-1.53E-12,1.52E-08,-8.39E-13,8.91E-10,-4.62E-14,1.49E-08,3.19E-12,3.07E-09,3.07E-09,3.56E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686465,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6125,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479731,0.00301375,-21.07,1.10E-09,-0.564436,-0.141502,0.00311704,0.00306561,1.06E+16,-3.00E-05,6.72E+06,4641.43,14.0244,172.361,10,0.01,20,50,50,800,0.168,0.17,0,48,249.566,0.5,46414.3,0.1,0.01
0.777,0,0.001,0.01,0.1,-0.149922,0.0001,3.93E-09,-7.05E-12,1.02E-07,-1.50E-12,1.52E-08,-8.39E-13,8.91E-10,-4.62E-14,1.49E-08,3.19E-12,3.07E-09,3.07E-09,3.56E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61249,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479731,0.00301375,-21.07,1.10E-09,-0.564436,-0.141502,0.00311704,0.00306561,1.06E+16,-3.00E-05,6.72E+06,4641.42,14.0244,172.361,10,0.01,20,50,50,800,0.168,0.17,0,48,249.565,0.5,46414.2,0.1,0.01
0.778,0,0.001,0.01,0.1,-0.149922,0.0001,3.93E-09,-7.07E-12,1.02E-07,-1.48E-12,1.52E-08,-8.39E-13,8.91E-10,-4.62E-14,1.49E-08,3.19E-12,3.07E-09,3.07E-09,3.56E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61249,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479732,0.00301374,-21.07,1.10E-09,-0.564436,-0.141502,0.00311704,0.00306561,1.06E+16,-3.00E-05,6.72E+06,4641.42,14.0244,172.361,10,0.01,20,50,50,800,0.168,0.17,0,48,249.565,0.5,46414.2,0.1,0.01
0.779,0,0.001,0.01,0.1,-0.149922,0.0001,3.93E-09,-7.09E-12,1.02E-07,-1.46E-12,1.52E-08,-8.39E-13,8.91E-10,-4.62E-14,1.49E-08,3.19E-12,3.07E-09,3.07E-09,3.55E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61249,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479732,0.00301374,-21.0699,1.10E-09,-0.564436,-0.141502,0.00311704,0.00306562,1.06E+16,-3.00E-05,6.72E+06,4641.42,14.0244,172.361,10,0.01,20,50,50,800,0.168,0.17,0,48,249.565,0.5,46414.2,0.1,0.01
0.78,0,0.001,0.01,0.1,-0.149922,0.0001,3.93E-09,-7.11E-12,1.02E-07,-1.43E-12,1.52E-08,-8.39E-13,8.91E-10,-4.62E-14,1.49E-08,3.19E-12,3.07E-09,3.07E-09,3.55E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61248,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479732,0.00301374,-21.0699,1.10E-09,-0.564436,-0.141502,0.00311704,0.00306562,1.06E+16,-3.00E-05,6.72E+06,4641.42,14.0244,172.361,10,0.01,20,50,50,800,0.168,0.17,0,48,249.564,0.5,46414.2,0.1,0.01
0.781,0,0.001,0.01,0.1,-0.149922,0.0001,3.93E-09,-7.13E-12,1.02E-07,-1.41E-12,1.52E-08,-8.39E-13,8.91E-10,-4.62E-14,1.49E-08,3.18E-12,3.07E-09,3.07E-09,3.54E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61248,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479732,0.00301374,-21.0699,1.10E-09,-0.564436,-0.141502,0.00311704,0.00306563,1.06E+16,-3.00E-05,6.72E+06,4641.41,14.0245,172.361,10,0.01,20,50,50,800,0.168,0.17,0,48,249.564,0.5,46414.1,0.1,0.01
0.782,0,0.001,0.01,0.1,-0.149922,0.0001,3.93E-09,-7.15E-12,1.02E-07,-1.38E-12,1.52E-08,-8.39E-13,8.91E-10,-4.62E-14,1.49E-08,3.18E-12,3.07E-09,3.07E-09,3.54E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61247,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479733,0.00301374,-21.0699,1.10E-09,-0.564436,-0.141502,0.00311704,0.00306563,1.06E+16,-3.00E-05,6.72E+06,4641.41,14.0245,172.361,10,0.01,20,50,50,800,0.168,0.17,0,48,249.564,0.5,46414.1,0.1,0.01
0.783,0,0.001,0.01,0.1,-0.149922,0.0001,3.93E-09,-7.17E-12,1.02E-07,-1.36E-12,1.52E-08,-8.39E-13,8.91E-10,-4.62E-14,1.49E-08,3.18E-12,3.07E-09,3.07E-09,3.54E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61247,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479733,0.00301374,-21.0699,1.10E-09,-0.564436,-0.141502,0.00311704,0.00306563,1.06E+16,-3.00E-05,6.72E+06,4641.41,14.0245,172.361,10,0.01,20,50,50,800,0.168,0.17,0,48,249.563,0.5,46414.1,0.1,0.01
0.784,0,0.001,0.01,0.1,-0.149922,0.0001,3.93E-09,-7.19E-12,1.02E-07,-1.33E-12,1.52E-08,-8.39E-13,8.91E-10,-4.62E-14,1.49E-08,3.18E-12,3.07E-09,3.07E-09,3.53E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61247,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479733,0.00301374,-21.0699,1.10E-09,-0.564436,-0.141502,0.00311704,0.00306564,1.06E+16,-3.00E-05,6.72E+06,4641.41,14.0245,172.362,10,0.01,20,50,50,800,0.168,0.17,0,48,249.563,0.5,46414.1,0.1,0.01
0.785,0,0.001,0.01,0.1,-0.149921,0.0001,3.93E-09,-7.21E-12,1.02E-07,-1.31E-12,1.52E-08,-8.39E-13,8.91E-10,-4.62E-14,1.49E-08,3.18E-12,3.07E-09,3.07E-09,3.53E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61246,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479734,0.00301374,-21.0699,1.10E-09,-0.564436,-0.141502,0.00311704,0.00306564,1.06E+16,-3.00E-05,6.72E+06,4641.4,14.0245,172.362,10,0.01,20,50,50,800,0.168,0.17,0,48,249.563,0.5,46414,0.1,0.01
0.786,0,0.001,0.01,0.1,-0.149921,0.0001,3.93E-09,-7.23E-12,1.02E-07,-1.28E-12,1.52E-08,-8.39E-13,8.91E-10,-4.62E-14,1.49E-08,3.18E-12,3.07E-09,3.07E-09,3.53E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61246,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479734,0.00301374,-21.0699,1.10E-09,-0.564436,-0.141502,0.00311704,0.00306564,1.06E+16,-3.00E-05,6.72E+06,4641.4,14.0245,172.362,10,0.01,20,50,50,800,0.168,0.17,0,48,249.562,0.5,46414,0.1,0.01
0.787,0,0.001,0.01,0.1,-0.149921,0.0001,3.93E-09,-7.25E-12,1.02E-07,-1.26E-12,1.52E-08,-8.39E-13,8.91E-10,-4.62E-14,1.49E-08,3.18E-12,3.07E-09,3.07E-09,3.52E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61246,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479734,0.00301374,-21.0699,1.10E-09,-0.564436,-0.141502,0.00311704,0.00306565,1.06E+16,-3.00E-05,6.72E+06,4641.4,14.0246,172.362,10,0.01,20,50,50,800,0.168,0.17,0,48,249.562,0.5,46414,0.1,0.01
0.788,0,0.001,0.01,0.1,-0.149921,0.0001,3.93E-09,-7.27E-12,1.02E-07,-1.24E-12,1.52E-08,-8.39E-13,8.91E-10,-4.62E-14,1.49E-08,3.17E-12,3.07E-09,3.07E-09,3.52E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61245,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479734,0.00301374,-21.0699,1.10E-09,-0.564436,-0.141502,0.00311704,0.00306565,1.06E+16,-3.00E-05,6.72E+06,4641.4,14.0246,172.362,10,0.01,20,50,50,800,0.168,0.17,0,48,249.562,0.5,46414,0.1,0.01
0.789,0,0.001,0.01,0.1,-0.149921,0.0001,3.93E-09,-7.29E-12,1.02E-07,-1.21E-12,1.52E-08,-8.40E-13,8.91E-10,-4.62E-14,1.49E-08,3.17E-12,3.07E-09,3.07E-09,3.52E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61245,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479735,0.00301374,-21.0699,1.10E-09,-0.564436,-0.141502,0.00311704,0.00306565,1.06E+16,-3.00E-05,6.72E+06,4641.39,14.0246,172.362,10,0.01,20,50,50,800,0.168,0.17,0,48,249.561,0.5,46413.9,0.1,0.01
0.79,0,0.001,0.01,0.1,-0.149921,0.0001,3.93E-09,-7.31E-12,1.02E-07,-1.19E-12,1.52E-08,-8.40E-13,8.91E-10,-4.62E-14,1.49E-08,3.17E-12,3.07E-09,3.07E-09,3.51E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61244,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479735,0.00301374,-21.0699,1.10E-09,-0.564436,-0.141502,0.00311704,0.00306566,1.06E+16,-3.00E-05,6.72E+06,4641.39,14.0246,172.362,10,0.01,20,50,50,800,0.168,0.17,0,48,249.561,0.5,46413.9,0.1,0.01
0.791,0,0.001,0.01,0.1,-0.149921,0.0001,3.93E-09,-7.33E-12,1.02E-07,-1.16E-12,1.52E-08,-8.40E-13,8.91E-10,-4.62E-14,1.49E-08,3.17E-12,3.07E-09,3.07E-09,3.51E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61244,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479735,0.00301374,-21.0699,1.10E-09,-0.564435,-0.141502,0.00311704,0.00306566,1.06E+16,-3.00E-05,6.72E+06,4641.39,14.0246,172.362,10,0.01,20,50,50,800,0.168,0.17,0,48,249.561,0.5,46413.9,0.1,0.01
0.792,0,0.001,0.01,0.1,-0.149921,0.0001,3.93E-09,-7.35E-12,1.02E-07,-1.14E-12,1.52E-08,-8.40E-13,8.91E-10,-4.62E-14,1.49E-08,3.17E-12,3.07E-09,3.07E-09,3.50E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61244,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479736,0.00301374,-21.0699,1.10E-09,-0.564435,-0.141502,0.00311704,0.00306567,1.06E+16,-3.00E-05,6.72E+06,4641.38,14.0247,172.362,10,0.01,20,50,50,800,0.168,0.17,0,48,249.56,0.5,46413.8,0.1,0.01
0.793,0,0.001,0.01,0.1,-0.149921,0.0001,3.93E-09,-7.37E-12,1.02E-07,-1.12E-12,1.52E-08,-8.40E-13,8.91E-10,-4.62E-14,1.49E-08,3.17E-12,3.07E-09,3.07E-09,3.50E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61243,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479736,0.00301374,-21.0699,1.10E-09,-0.564435,-0.141502,0.00311704,0.00306567,1.06E+16,-3.00E-05,6.72E+06,4641.38,14.0247,172.362,10,0.01,20,50,50,800,0.168,0.17,0,48,249.56,0.5,46413.8,0.1,0.01
0.794,0,0.001,0.01,0.1,-0.149921,0.0001,3.93E-09,-7.39E-12,1.02E-07,-1.09E-12,1.52E-08,-8.40E-13,8.91E-10,-4.62E-14,1.49E-08,3.17E-12,3.07E-09,3.07E-09,3.50E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61243,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479736,0.00301374,-21.0699,1.10E-09,-0.564435,-0.141502,0.00311704,0.00306567,1.06E+16,-3.00E-05,6.72E+06,4641.38,14.0247,172.363,10,0.01,20,50,50,800,0.168,0.17,0,48,249.56,0.5,46413.8,0.1,0.01
0.795,0,0.001,0.01,0.1,-0.14992,0.0001,3.93E-09,-7.41E-12,1.02E-07,-1.07E-12,1.52E-08,-8.40E-13,8.91E-10,-4.62E-14,1.49E-08,3.17E-12,3.07E-09,3.07E-09,3.49E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61243,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479736,0.00301374,-21.0699,1.10E-09,-0.564435,-0.141502,0.00311704,0.00306568,1.06E+16,-3.00E-05,6.72E+06,4641.38,14.0247,172.363,10,0.01,20,50,50,800,0.168,0.17,0,48,249.559,0.5,46413.8,0.1,0.01
0.796,0,0.001,0.01,0.1,-0.14992,0.0001,3.93E-09,-7.43E-12,1.02E-07,-1.04E-12,1.52E-08,-8.40E-13,8.91E-10,-4.63E-14,1.49E-08,3.16E-12,3.07E-09,3.07E-09,3.49E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61242,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479737,0.00301374,-21.0699,1.10E-09,-0.564435,-0.141502,0.00311704,0.00306568,1.06E+16,-3.00E-05,6.72E+06,4641.37,14.0247,172.363,10,0.01,20,50,50,800,0.168,0.17,0,48,249.559,0.5,46413.7,0.1,0.01
0.797,0,0.001,0.01,0.1,-0.14992,0.0001,3.93E-09,-7.45E-12,1.02E-07,-1.02E-12,1.52E-08,-8.40E-13,8.91E-10,-4.63E-14,1.49E-08,3.16E-12,3.07E-09,3.07E-09,3.49E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61242,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479737,0.00301374,-21.0699,1.10E-09,-0.564435,-0.141502,0.00311704,0.00306568,1.06E+16,-3.00E-05,6.72E+06,4641.37,14.0248,172.363,10,0.01,20,50,50,800,0.168,0.17,0,48,249.559,0.5,46413.7,0.1,0.01
0.798,0,0.001,0.01,0.1,-0.14992,0.0001,3.93E-09,-7.47E-12,1.02E-07,-9.95E-13,1.52E-08,-8.40E-13,8.91E-10,-4.63E-14,1.49E-08,3.16E-12,3.07E-09,3.07E-09,3.48E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61241,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479737,0.00301374,-21.0699,1.10E-09,-0.564435,-0.141502,0.00311704,0.00306569,1.06E+16,-3.00E-05,6.72E+06,4641.37,14.0248,172.363,10,0.01,20,50,50,800,0.168,0.17,0,48,249.558,0.5,46413.7,0.1,0.01
0.799,0,0.001,0.01,0.1,-0.14992,0.0001,3.93E-09,-7.49E-12,1.02E-07,-9.71E-13,1.52E-08,-8.40E-13,8.91E-10,-4.63E-14,1.49E-08,3.16E-12,3.07E-09,3.07E-09,3.48E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686464,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61241,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479738,0.00301374,-21.0699,1.10E-09,-0.564435,-0.141502,0.00311704,0.00306569,1.06E+16,-3.00E-05,6.72E+06,4641.37,14.0248,172.363,10,0.01,20,50,50,800,0.168,0.17,0,48,249.558,0.5,46413.7,0.1,0.01
0.8,0,0.001,0.01,0.1,-0.14992,0.0001,3.93E-09,-7.51E-12,1.02E-07,-9.47E-13,1.52E-08,-8.40E-13,8.91E-10,-4.63E-14,1.49E-08,3.16E-12,3.07E-09,3.07E-09,3.47E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686463,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.61241,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479738,0.00301374,-21.0699,1.10E-09,-0.564435,-0.141502,0.00311704,0.0030657,1.06E+16,-3.00E-05,6.72E+06,4641.36,14.0248,172.363,10,0.01,20,50,50,800,0.168,0.17,0,48,249.558,0.5,46413.6,0.1,0.01
0.801,0,0.001,0.01,0.1,-0.14992,0.0001,3.93E-09,-7.53E-12,1.02E-07,-9.23E-13,1.52E-08,-8.40E-13,8.91E-10,-4.63E-14,1.49E-08,3.16E-12,3.07E-09,3.07E-09,3.47E-12,3.93E-09,1.23E+11,1.02E-07,3.18E+12,1.52E-08,4.74E+11,8.91E-10,2.79E+10,1.49E-08,4.65E+11,3.07E-09,9.61E+10,4.37E+12,-0.0686458,-0.0686463,7.11E-07,0.3,0,1.00E+06,1.39E-07,0.7,96485.3,20000,100,400,10000,0.01,20,50,50,800,0.17,6.70E+06,48,35,50,-5.6124,1,6.02E+23,8.40E+10,8.314,310,-1,1,1.18E-05,0.000479738,0.00301374,-21.0699,1.10E-09,-0.564435,-0.141502,0.00311704,0.0030657,1.06E+16,-3.00E-05,6.72E+06,4641.36,14.0248,172.363,10,0.01,20,50,50,800,0.168,0.17,0,48,249.558,0.5,46413.6,0.1,0.01
