cell | V (mV),INa | INa (uA_per_uF)
-85.241,-5.47E-06
-85.241,-5.47E-06
-85.241,-5.47E-06
-85.2411,-5.47E-06
-85.2411,-5.47E-06
-85.2411,-5.47E-06
-85.2412,-5.47E-06
-85.2412,-5.47E-06
-85.2412,-5.47E-06
-85.2412,-5.47E-06
-85.2413,-5.47E-06
-85.2413,-5.47E-06
-85.2413,-5.47E-06
-85.2414,-5.47E-06
-85.2414,-5.47E-06
-85.2414,-5.47E-06
-85.2414,-5.47E-06
-85.2415,-5.47E-06
-85.2415,-5.47E-06
-85.2415,-5.47E-06
-85.2416,-5.47E-06
-85.2416,-5.47E-06
-85.2416,-5.47E-06
-85.2416,-5.47E-06
-85.2417,-5.47E-06
-85.2417,-5.47E-06
-85.2417,-5.47E-06
-85.2418,-5.47E-06
-85.2418,-5.47E-06
-85.2418,-5.47E-06
-85.2418,-5.47E-06
-85.2419,-5.47E-06
-85.2419,-5.46E-06
-85.2419,-5.46E-06
-85.242,-5.46E-06
-85.242,-5.46E-06
-85.242,-5.46E-06
-85.242,-5.46E-06
-85.2421,-5.46E-06
-85.2421,-5.46E-06
-85.2421,-5.46E-06
-85.2422,-5.46E-06
-85.2422,-5.46E-06
-85.2422,-5.46E-06
-85.2422,-5.46E-06
-85.2423,-5.46E-06
-85.2423,-5.46E-06
-85.2423,-5.46E-06
-85.2423,-5.46E-06
-85.2424,-5.46E-06
-85.2424,-5.46E-06
-85.2424,-5.46E-06
-85.2425,-5.46E-06
-85.2425,-5.46E-06
-85.2425,-5.46E-06
-85.2425,-5.46E-06
-85.2426,-5.46E-06
-85.2426,-5.46E-06
-85.2426,-5.46E-06
-85.2427,-5.46E-06
-85.2427,-5.46E-06
-85.2427,-5.46E-06
-85.2427,-5.46E-06
-85.2428,-5.46E-06
-85.2428,-5.46E-06
-85.2428,-5.46E-06
-85.2429,-5.46E-06
-85.2429,-5.46E-06
-85.2429,-5.46E-06
-85.2429,-5.46E-06
-85.243,-5.46E-06
-85.243,-5.46E-06
-85.243,-5.46E-06
-85.2431,-5.46E-06
-85.2431,-5.46E-06
-85.2431,-5.46E-06
-85.2431,-5.46E-06
-85.2432,-5.46E-06
-85.2432,-5.46E-06
-85.2432,-5.46E-06
-85.2433,-5.46E-06
-85.2433,-5.46E-06
-85.2433,-5.46E-06
-85.2433,-5.46E-06
-85.2434,-5.46E-06
-85.2434,-5.46E-06
-85.2434,-5.46E-06
-85.2435,-5.46E-06
-85.2435,-5.46E-06
-85.2435,-5.46E-06
-85.2435,-5.46E-06
-85.2436,-5.46E-06
-85.2436,-5.46E-06
-85.2436,-5.46E-06
-85.2436,-5.46E-06
-85.2437,-5.46E-06
-85.2437,-5.46E-06
-85.2437,-5.46E-06
-85.2438,-5.46E-06
-85.2438,-5.46E-06
-85.2438,-5.46E-06
-85.2438,-5.46E-06
-85.2439,-5.46E-06
-85.2439,-5.46E-06
-85.2439,-5.46E-06
-85.244,-5.46E-06
-85.244,-5.46E-06
-85.244,-5.46E-06
-85.244,-5.46E-06
-85.2441,-5.46E-06
-85.2441,-5.46E-06
-85.2441,-5.46E-06
-85.2442,-5.46E-06
-85.2442,-5.46E-06
-85.2442,-5.46E-06
-85.2442,-5.46E-06
-85.2443,-5.46E-06
-85.2443,-5.46E-06
-85.2443,-5.46E-06
-85.2444,-5.46E-06
-85.2444,-5.46E-06
-85.2444,-5.46E-06
-85.2444,-5.46E-06
-85.2445,-5.46E-06
-85.2445,-5.46E-06
-85.2445,-5.46E-06
-85.2446,-5.46E-06
-85.2446,-5.46E-06
-85.2446,-5.46E-06
-85.2446,-5.46E-06
-85.2447,-5.46E-06
-85.2447,-5.46E-06
-85.2447,-5.46E-06
-85.2447,-5.46E-06
-85.2448,-5.46E-06
-85.2448,-5.46E-06
-85.2448,-5.46E-06
-85.2449,-5.46E-06
-85.2449,-5.46E-06
-85.2449,-5.46E-06
-85.2449,-5.46E-06
-85.245,-5.46E-06
-85.245,-5.46E-06
-85.245,-5.46E-06
-85.2451,-5.46E-06
-85.2451,-5.46E-06
-85.2451,-5.46E-06
-85.2451,-5.46E-06
-85.2452,-5.46E-06
-85.2452,-5.46E-06
-85.2452,-5.46E-06
-85.2453,-5.46E-06
-85.2453,-5.46E-06
-85.2453,-5.46E-06
-85.2453,-5.46E-06
-85.2454,-5.46E-06
-85.2454,-5.46E-06
-85.2454,-5.46E-06
-85.2455,-5.46E-06
-85.2455,-5.46E-06
-85.2455,-5.46E-06
-85.2455,-5.46E-06
-85.2456,-5.46E-06
-85.2456,-5.46E-06
-85.2456,-5.46E-06
-85.2456,-5.46E-06
-85.2457,-5.45E-06
-85.2457,-5.45E-06
-85.2457,-5.45E-06
-85.2458,-5.45E-06
-85.2458,-5.45E-06
-85.2458,-5.45E-06
-85.2458,-5.45E-06
-85.2459,-5.45E-06
-85.2459,-5.45E-06
-85.2459,-5.45E-06
-85.246,-5.45E-06
-85.246,-5.45E-06
-85.246,-5.45E-06
-85.246,-5.45E-06
-85.2461,-5.45E-06
-85.2461,-5.45E-06
-85.2461,-5.45E-06
-85.2462,-5.45E-06
-85.2462,-5.45E-06
-85.2462,-5.45E-06
-85.2462,-5.45E-06
-85.2463,-5.45E-06
-85.2463,-5.45E-06
-85.2463,-5.45E-06
-85.2464,-5.45E-06
-85.2464,-5.45E-06
-85.2464,-5.45E-06
-85.2464,-5.45E-06
-85.2465,-5.45E-06
-85.2465,-5.45E-06
-85.2465,-5.45E-06
-85.2465,-5.45E-06
-85.2466,-5.45E-06
-85.2466,-5.45E-06
-85.2466,-5.45E-06
-85.2467,-5.45E-06
-85.2467,-5.45E-06
-85.2467,-5.45E-06
-85.2467,-5.45E-06
-85.2468,-5.45E-06
-85.2468,-5.45E-06
-85.2468,-5.45E-06
-85.2469,-5.45E-06
-85.2469,-5.45E-06
-85.2469,-5.45E-06
-85.2469,-5.45E-06
-85.247,-5.45E-06
-85.247,-5.45E-06
-85.247,-5.45E-06
-85.2471,-5.45E-06
-85.2471,-5.45E-06
-85.2471,-5.45E-06
-85.2471,-5.45E-06
-85.2472,-5.45E-06
-85.2472,-5.45E-06
-85.2472,-5.45E-06
-85.2472,-5.45E-06
-85.2473,-5.45E-06
-85.2473,-5.45E-06
-85.2473,-5.45E-06
-85.2474,-5.45E-06
-85.2474,-5.45E-06
-85.2474,-5.45E-06
-85.2474,-5.45E-06
-85.2475,-5.45E-06
-85.2475,-5.45E-06
-85.2475,-5.45E-06
-85.2476,-5.45E-06
-85.2476,-5.45E-06
-85.2476,-5.45E-06
-85.2476,-5.45E-06
-85.2477,-5.45E-06
-85.2477,-5.45E-06
-85.2477,-5.45E-06
-85.2478,-5.45E-06
-85.2478,-5.45E-06
-85.2478,-5.45E-06
-85.2478,-5.45E-06
-85.2479,-5.45E-06
-85.2479,-5.45E-06
-85.2479,-5.45E-06
-85.2479,-5.45E-06
-85.248,-5.45E-06
-85.248,-5.45E-06
-85.248,-5.45E-06
-85.2481,-5.45E-06
-85.2481,-5.45E-06
-85.2481,-5.45E-06
-85.2481,-5.45E-06
-85.2482,-5.45E-06
-85.2482,-5.45E-06
-85.2482,-5.45E-06
-85.2483,-5.45E-06
-85.2483,-5.45E-06
-85.2483,-5.45E-06
-85.2483,-5.45E-06
-85.2484,-5.45E-06
-85.2484,-5.45E-06
-85.2484,-5.45E-06
-85.2485,-5.45E-06
-85.2485,-5.45E-06
-85.2485,-5.45E-06
-85.2485,-5.45E-06
-85.2486,-5.45E-06
-85.2486,-5.45E-06
-85.2486,-5.45E-06
-85.2486,-5.45E-06
-85.2487,-5.45E-06
-85.2487,-5.45E-06
-85.2487,-5.45E-06
-85.2488,-5.45E-06
-85.2488,-5.45E-06
-85.2488,-5.45E-06
-85.2488,-5.45E-06
-85.2489,-5.45E-06
-85.2489,-5.45E-06
-85.2489,-5.45E-06
-85.249,-5.45E-06
-85.249,-5.45E-06
-85.249,-5.45E-06
-85.249,-5.45E-06
-85.2491,-5.45E-06
-85.2491,-5.45E-06
-85.2491,-5.45E-06
-85.2492,-5.45E-06
-85.2492,-5.45E-06
-85.2492,-5.45E-06
-85.2492,-5.45E-06
-85.2493,-5.45E-06
-85.2493,-5.45E-06
-85.2493,-5.45E-06
-85.2493,-5.45E-06
-85.2494,-5.45E-06
-85.2494,-5.45E-06
-85.2494,-5.45E-06
-85.2495,-5.45E-06
-85.2495,-5.44E-06
-85.2495,-5.44E-06
-85.2495,-5.44E-06
-85.2496,-5.44E-06
-85.2496,-5.44E-06
-85.2496,-5.44E-06
-85.2497,-5.44E-06
-85.2497,-5.44E-06
-85.2497,-5.44E-06
-85.2497,-5.44E-06
-85.2498,-5.44E-06
-85.2498,-5.44E-06
-85.2498,-5.44E-06
-85.2498,-5.44E-06
-85.2499,-5.44E-06
-85.2499,-5.44E-06
-85.2499,-5.44E-06
-85.25,-5.44E-06
-85.25,-5.44E-06
-85.25,-5.44E-06
-85.25,-5.44E-06
-85.2501,-5.44E-06
-85.2501,-5.44E-06
-85.2501,-5.44E-06
-85.2502,-5.44E-06
-85.2502,-5.44E-06
-85.2502,-5.44E-06
-85.2502,-5.44E-06
-85.2503,-5.44E-06
-85.2503,-5.44E-06
-85.2503,-5.44E-06
-85.2504,-5.44E-06
-85.2504,-5.44E-06
-85.2504,-5.44E-06
-85.2504,-5.44E-06
-85.2505,-5.44E-06
-85.2505,-5.44E-06
-85.2505,-5.44E-06
-85.2505,-5.44E-06
-85.2506,-5.44E-06
-85.2506,-5.44E-06
-85.2506,-5.44E-06
-85.2507,-5.44E-06
-85.2507,-5.44E-06
-85.2507,-5.44E-06
-85.2507,-5.44E-06
-85.2508,-5.44E-06
-85.2508,-5.44E-06
-85.2508,-5.44E-06
-85.2509,-5.44E-06
-85.2509,-5.44E-06
-85.2509,-5.44E-06
-85.2509,-5.44E-06
-85.251,-5.44E-06
-85.251,-5.44E-06
-85.251,-5.44E-06
-85.251,-5.44E-06
-85.2511,-5.44E-06
-85.2511,-5.44E-06
-85.2511,-5.44E-06
-85.2512,-5.44E-06
-85.2512,-5.44E-06
-85.2512,-5.44E-06
-85.2512,-5.44E-06
-85.2513,-5.44E-06
-85.2513,-5.44E-06
-85.2513,-5.44E-06
-85.2514,-5.44E-06
-85.2514,-5.44E-06
-85.2514,-5.44E-06
-85.2514,-5.44E-06
-85.2515,-5.44E-06
-85.2515,-5.44E-06
-85.2515,-5.44E-06
-85.2515,-5.44E-06
-85.2516,-5.44E-06
-85.2516,-5.44E-06
-85.2516,-5.44E-06
-85.2517,-5.44E-06
-85.2517,-5.44E-06
-85.2517,-5.44E-06
-85.2517,-5.44E-06
-85.2518,-5.44E-06
-85.2518,-5.44E-06
-85.2518,-5.44E-06
-85.2519,-5.44E-06
-85.2519,-5.44E-06
-85.2519,-5.44E-06
-85.2519,-5.44E-06
-85.252,-5.44E-06
-85.252,-5.44E-06
-85.252,-5.44E-06
-85.252,-5.44E-06
-85.2521,-5.44E-06
-85.2521,-5.44E-06
-85.2521,-5.44E-06
-85.2522,-5.44E-06
-85.2522,-5.44E-06
-85.2522,-5.44E-06
-85.2522,-5.44E-06
-85.2523,-5.44E-06
-85.2523,-5.44E-06
-85.2523,-5.44E-06
-85.2524,-5.44E-06
-85.2524,-5.44E-06
-85.2524,-5.44E-06
-85.2524,-5.44E-06
-85.2525,-5.44E-06
-85.2525,-5.44E-06
-85.2525,-5.44E-06
-85.2525,-5.44E-06
-85.2526,-5.44E-06
-85.2526,-5.44E-06
-85.2526,-5.44E-06
-85.2527,-5.44E-06
-85.2527,-5.44E-06
-85.2527,-5.44E-06
-85.2527,-5.44E-06
-85.2528,-5.44E-06
-85.2528,-5.44E-06
-85.2528,-5.44E-06
-85.2529,-5.44E-06
-85.2529,-5.44E-06
-85.2529,-5.44E-06
-85.2529,-5.44E-06
-85.253,-5.44E-06
-85.253,-5.44E-06
-85.253,-5.44E-06
-85.253,-5.44E-06
-85.2531,-5.44E-06
-85.2531,-5.44E-06
-85.2531,-5.44E-06
-85.2532,-5.44E-06
-85.2532,-5.44E-06
-85.2532,-5.44E-06
-85.2532,-5.44E-06
-85.2533,-5.43E-06
-85.2533,-5.43E-06
-85.2533,-5.43E-06
-85.2534,-5.43E-06
-85.2534,-5.43E-06
-85.2534,-5.43E-06
-85.2534,-5.43E-06
-85.2535,-5.43E-06
-85.2535,-5.43E-06
-85.2535,-5.43E-06
-85.2535,-5.43E-06
-85.2536,-5.43E-06
-85.2536,-5.43E-06
-85.2536,-5.43E-06
-85.2537,-5.43E-06
-85.2537,-5.43E-06
-85.2537,-5.43E-06
-85.2537,-5.43E-06
-85.2538,-5.43E-06
-85.2538,-5.43E-06
-85.2538,-5.43E-06
-85.2539,-5.43E-06
-85.2539,-5.43E-06
-85.2539,-5.43E-06
-85.2539,-5.43E-06
-85.254,-5.43E-06
-85.254,-5.43E-06
-85.254,-5.43E-06
-85.254,-5.43E-06
-85.2541,-5.43E-06
-85.2541,-5.43E-06
-85.2541,-5.43E-06
-85.2542,-5.43E-06
-85.2542,-5.43E-06
-85.2542,-5.43E-06
-85.2542,-5.43E-06
-85.2543,-5.43E-06
-85.2543,-5.43E-06
-85.2543,-5.43E-06
-85.2543,-5.43E-06
-85.2544,-5.43E-06
-85.2544,-5.43E-06
-85.2544,-5.43E-06
-85.2545,-5.43E-06
-85.2545,-5.43E-06
-85.2545,-5.43E-06
-85.2545,-5.43E-06
-85.2546,-5.43E-06
-85.2546,-5.43E-06
-85.2546,-5.43E-06
-85.2547,-5.43E-06
-85.2547,-5.43E-06
-85.2547,-5.43E-06
-85.2547,-5.43E-06
-85.2548,-5.43E-06
-85.2548,-5.43E-06
-85.2548,-5.43E-06
-85.2548,-5.43E-06
-85.2549,-5.43E-06
-85.2549,-5.43E-06
-85.2549,-5.43E-06
-85.255,-5.43E-06
-85.255,-5.43E-06
-85.255,-5.43E-06
-85.255,-5.43E-06
-85.2551,-5.43E-06
-85.2551,-5.43E-06
-85.2551,-5.43E-06
-85.2551,-5.43E-06
-85.2552,-5.43E-06
-85.2552,-5.43E-06
-85.2552,-5.43E-06
-85.2553,-5.43E-06
-85.2553,-5.43E-06
-85.2553,-5.43E-06
-85.2553,-5.43E-06
-85.2554,-5.43E-06
-85.2554,-5.43E-06
-85.2554,-5.43E-06
-85.2555,-5.43E-06
-85.2555,-5.43E-06
-85.2555,-5.43E-06
-85.2555,-5.43E-06
-85.2556,-5.43E-06
-85.2556,-5.43E-06
-85.2556,-5.43E-06
-85.2556,-5.43E-06
-85.2557,-5.43E-06
-85.2557,-5.43E-06
-85.2557,-5.43E-06
-85.2558,-5.43E-06
-85.2558,-5.43E-06
-85.2558,-5.43E-06
-85.2558,-5.43E-06
-85.2559,-5.43E-06
-85.2559,-5.43E-06
-85.2559,-5.43E-06
-85.2559,-5.43E-06
-85.256,-5.43E-06
-85.256,-5.43E-06
-85.256,-5.43E-06
-85.2561,-5.43E-06
-85.2561,-5.43E-06
-85.2561,-5.43E-06
-85.2561,-5.43E-06
-85.2562,-5.43E-06
-85.2562,-5.43E-06
-85.2562,-5.43E-06
-85.2563,-5.43E-06
-85.2563,-5.43E-06
-85.2563,-5.43E-06
-85.2563,-5.43E-06
-85.2564,-5.43E-06
-85.2564,-5.43E-06
-85.2564,-5.43E-06
-85.2564,-5.43E-06
-85.2565,-5.43E-06
-85.2565,-5.43E-06
-85.2565,-5.43E-06
-85.2566,-5.43E-06
-85.2566,-5.43E-06
-85.2566,-5.43E-06
-85.2566,-5.43E-06
-85.2567,-5.43E-06
-85.2567,-5.43E-06
-85.2567,-5.43E-06
-85.2567,-5.43E-06
-85.2568,-5.43E-06
-85.2568,-5.43E-06
-85.2568,-5.43E-06
-85.2569,-5.43E-06
-85.2569,-5.43E-06
-85.2569,-5.43E-06
-85.2569,-5.43E-06
-85.257,-5.43E-06
-85.257,-5.43E-06
-85.257,-5.43E-06
-85.2571,-5.43E-06
-85.2571,-5.42E-06
-85.2571,-5.42E-06
-85.2571,-5.42E-06
-85.2572,-5.42E-06
-85.2572,-5.42E-06
-85.2572,-5.42E-06
-85.2572,-5.42E-06
-85.2573,-5.42E-06
-85.2573,-5.42E-06
-85.2573,-5.42E-06
-85.2574,-5.42E-06
-85.2574,-5.42E-06
-85.2574,-5.42E-06
-85.2574,-5.42E-06
-85.2575,-5.42E-06
-85.2575,-5.42E-06
-85.2575,-5.42E-06
-85.2575,-5.42E-06
-85.2576,-5.42E-06
-85.2576,-5.42E-06
-85.2576,-5.42E-06
-85.2577,-5.42E-06
-85.2577,-5.42E-06
-85.2577,-5.42E-06
-85.2577,-5.42E-06
-85.2578,-5.42E-06
-85.2578,-5.42E-06
-85.2578,-5.42E-06
-85.2578,-5.42E-06
-85.2579,-5.42E-06
-85.2579,-5.42E-06
-85.2579,-5.42E-06
-85.258,-5.42E-06
-85.258,-5.42E-06
-85.258,-5.42E-06
-85.258,-5.42E-06
-85.2581,-5.42E-06
-85.2581,-5.42E-06
-85.2581,-5.42E-06
-85.2582,-5.42E-06
-85.2582,-5.42E-06
-85.2582,-5.42E-06
-85.2582,-5.42E-06
-85.2583,-5.42E-06
-85.2583,-5.42E-06
-85.2583,-5.42E-06
-85.2583,-5.42E-06
-85.2584,-5.42E-06
-85.2584,-5.42E-06
-85.2584,-5.42E-06
-85.2585,-5.42E-06
-85.2585,-5.42E-06
-85.2585,-5.42E-06
-85.2585,-5.42E-06
-85.2586,-5.42E-06
-85.2586,-5.42E-06
-85.2586,-5.42E-06
-85.2586,-5.42E-06
-85.2587,-5.42E-06
-85.2587,-5.42E-06
-85.2587,-5.42E-06
-85.2588,-5.42E-06
-85.2588,-5.42E-06
-85.2588,-5.42E-06
-85.2588,-5.42E-06
-85.2589,-5.42E-06
-85.2589,-5.42E-06
-85.2589,-5.42E-06
-85.2589,-5.42E-06
-85.259,-5.42E-06
-85.259,-5.42E-06
-85.259,-5.42E-06
-85.2591,-5.42E-06
-85.2591,-5.42E-06
-85.2591,-5.42E-06
-85.2591,-5.42E-06
-85.2592,-5.42E-06
-85.2592,-5.42E-06
-85.2592,-5.42E-06
-85.2592,-5.42E-06
-85.2593,-5.42E-06
-85.2593,-5.42E-06
-85.2593,-5.42E-06
-85.2594,-5.42E-06
-85.2594,-5.42E-06
-85.2594,-5.42E-06
-85.2594,-5.42E-06
-85.2595,-5.42E-06
-85.2595,-5.42E-06
-85.2595,-5.42E-06
-85.2595,-5.42E-06
-85.2596,-5.42E-06
-85.2596,-5.42E-06
-85.2596,-5.42E-06
-85.2597,-5.42E-06
-85.2597,-5.42E-06
-85.2597,-5.42E-06
-85.2597,-5.42E-06
-85.2598,-5.42E-06
-85.2598,-5.42E-06
-85.2598,-5.42E-06
-85.2598,-5.42E-06
-85.2599,-5.42E-06
-85.2599,-5.42E-06
-85.2599,-5.42E-06
-85.26,-5.42E-06
-85.26,-5.42E-06
-85.26,-5.42E-06
-85.26,-5.42E-06
-85.2601,-5.42E-06
-85.2601,-5.42E-06
-85.2601,-5.42E-06
-85.2602,-5.42E-06
-85.2602,-5.42E-06
-85.2602,-5.42E-06
-85.2602,-5.42E-06
-85.2603,-5.42E-06
-85.2603,-5.42E-06
-85.2603,-5.42E-06
-85.2603,-5.42E-06
-85.2604,-5.42E-06
-85.2604,-5.42E-06
-85.2604,-5.42E-06
-85.2605,-5.42E-06
-85.2605,-5.42E-06
-85.2605,-5.42E-06
-85.2605,-5.42E-06
-85.2606,-5.42E-06
-85.2606,-5.42E-06
-85.2606,-5.42E-06
-85.2606,-5.42E-06
-85.2607,-5.42E-06
-85.2607,-5.42E-06
-85.2607,-5.42E-06
-85.2608,-5.42E-06
-85.2608,-5.42E-06
-85.2608,-5.42E-06
-85.2608,-5.42E-06
-85.2609,-5.42E-06
-85.2609,-5.41E-06
-85.2609,-5.41E-06
-85.2609,-5.41E-06
-85.261,-5.41E-06
-85.261,-5.41E-06
-85.261,-5.41E-06
-85.2611,-5.41E-06
-85.2611,-5.41E-06
-85.2611,-5.41E-06
-85.2611,-5.41E-06
-85.2612,-5.41E-06
-85.2612,-5.41E-06
-85.2612,-5.41E-06
-85.2612,-5.41E-06
-85.2613,-5.41E-06
-85.2613,-5.41E-06
-85.2613,-5.41E-06
-85.2614,-5.41E-06
-85.2614,-5.41E-06
-85.2614,-5.41E-06
-85.2614,-5.41E-06
-85.2615,-5.41E-06
-85.2615,-5.41E-06
-85.2615,-5.41E-06
-85.2615,-5.41E-06
-85.2616,-5.41E-06
-85.2616,-5.41E-06
-85.2616,-5.41E-06
-85.2617,-5.41E-06
-85.2617,-5.41E-06
-85.2617,-5.41E-06
-85.2617,-5.41E-06
-85.2618,-5.41E-06
-85.2618,-5.41E-06
-85.2618,-5.41E-06
-85.2618,-5.41E-06
-85.2619,-5.41E-06
-85.2619,-5.41E-06
-85.2619,-5.41E-06
-85.262,-5.41E-06
-85.262,-5.41E-06
-85.262,-5.41E-06
-85.262,-5.41E-06
-85.2621,-5.41E-06
-85.2621,-5.41E-06
-85.2621,-5.41E-06
-85.2621,-5.41E-06
-85.2622,-5.41E-06
-85.2622,-5.41E-06
-85.2622,-5.41E-06
-85.2623,-5.41E-06
-85.2623,-5.41E-06
-85.2623,-5.41E-06
-85.2623,-5.41E-06
-85.2624,-5.41E-06
-85.2624,-5.41E-06
-85.2624,-5.41E-06
-85.2624,-5.41E-06
-85.2625,-5.41E-06
-85.2625,-5.41E-06
-85.2625,-5.41E-06
-85.2626,-5.41E-06
-85.2626,-5.41E-06
-85.2626,-5.41E-06
-85.2626,-5.41E-06
-85.2627,-5.41E-06
-85.2627,-5.41E-06
-85.2627,-5.41E-06
-85.2627,-5.41E-06
-85.2628,-5.41E-06
-85.2628,-5.41E-06
-85.2628,-5.41E-06
-85.2629,-5.41E-06
-85.2629,-5.41E-06
-85.2629,-5.41E-06
-85.2629,-5.41E-06
-85.263,-5.41E-06
-85.263,-5.41E-06
-85.263,-5.41E-06
-85.263,-5.41E-06
-85.2631,-5.41E-06
-85.2631,-5.41E-06
-85.2631,-5.41E-06
-85.2631,-5.41E-06
-85.2632,-5.41E-06
-85.2632,-5.41E-06
-85.2632,-5.41E-06
-85.2633,-5.41E-06
-85.2633,-5.41E-06
-85.2633,-5.41E-06
-85.2633,-5.41E-06
-85.2634,-5.41E-06
-85.2634,-5.41E-06
-85.2634,-5.41E-06
-85.2634,-5.41E-06
-85.2635,-5.41E-06
-85.2635,-5.41E-06
-85.2635,-5.41E-06
-85.2636,-5.41E-06
-85.2636,-5.41E-06
-85.2636,-5.41E-06
-85.2636,-5.41E-06
-85.2637,-5.41E-06
-85.2637,-5.41E-06
-85.2637,-5.41E-06
-85.2637,-5.41E-06
-85.2638,-5.41E-06
-85.2638,-5.41E-06
-85.2638,-5.41E-06
-85.2639,-5.41E-06
-85.2639,-5.41E-06
-85.2639,-5.41E-06
-85.2639,-5.41E-06
-85.264,-5.41E-06
-85.264,-5.41E-06
-85.264,-5.41E-06
-85.264,-5.41E-06
-85.2641,-5.41E-06
-85.2641,-5.41E-06
-85.2641,-5.41E-06
-85.2642,-5.41E-06
-85.2642,-5.41E-06
-85.2642,-5.41E-06
-85.2642,-5.41E-06
-85.2643,-5.41E-06
-85.2643,-5.41E-06
-85.2643,-5.41E-06
-85.2643,-5.41E-06
-85.2644,-5.41E-06
-85.2644,-5.41E-06
-85.2644,-5.41E-06
-85.2645,-5.41E-06
-85.2645,-5.41E-06
-85.2645,-5.41E-06
-85.2645,-5.41E-06
-85.2646,-5.41E-06
-85.2646,-5.41E-06
-85.2646,-5.41E-06
-85.2646,-5.41E-06
-85.2647,-5.41E-06
-85.2647,-5.40E-06
-85.2647,-5.40E-06
-85.2648,-5.40E-06
-85.2648,-5.40E-06
-85.2648,-5.40E-06
-85.2648,-5.40E-06
-85.2649,-5.40E-06
-85.2649,-5.40E-06
-85.2649,-5.40E-06
-85.2649,-5.40E-06
-85.265,-5.40E-06
-85.265,-5.40E-06
-85.265,-5.40E-06
-85.265,-5.40E-06
-85.2651,-5.40E-06
-85.2651,-5.40E-06
-85.2651,-5.40E-06
-85.2652,-5.40E-06
-85.2652,-5.40E-06
-85.2652,-5.40E-06
-85.2652,-5.40E-06
-85.2653,-5.40E-06
-85.2653,-5.40E-06
-85.2653,-5.40E-06
-85.2653,-5.40E-06
-85.2654,-5.40E-06
-85.2654,-5.40E-06
-85.2654,-5.40E-06
-85.2655,-5.40E-06
-85.2655,-5.40E-06
-85.2655,-5.40E-06
-85.2655,-5.40E-06
-85.2656,-5.40E-06
-85.2656,-5.40E-06
-85.2656,-5.40E-06
-85.2656,-5.40E-06
-85.2657,-5.40E-06
-85.2657,-5.40E-06
-85.2657,-5.40E-06
-85.2658,-5.40E-06
-85.2658,-5.40E-06
-85.2658,-5.40E-06
-85.2658,-5.40E-06
-85.2659,-5.40E-06
-85.2659,-5.40E-06
-85.2659,-5.40E-06
-85.2659,-5.40E-06
-85.266,-5.40E-06
-85.266,-5.40E-06
-85.266,-5.40E-06
-85.266,-5.40E-06
-85.2661,-5.40E-06
-85.2661,-5.40E-06
-85.2661,-5.40E-06
-85.2662,-5.40E-06
-85.2662,-5.40E-06
-85.2662,-5.40E-06
-85.2662,-5.40E-06
-85.2663,-5.40E-06
-85.2663,-5.40E-06
-85.2663,-5.40E-06
-85.2663,-5.40E-06
-85.2664,-5.40E-06
-85.2664,-5.40E-06
-85.2664,-5.40E-06
-85.2665,-5.40E-06
-85.2665,-5.40E-06
-85.2665,-5.40E-06
-85.2665,-5.40E-06
-85.2666,-5.40E-06
-85.2666,-5.40E-06
-85.2666,-5.40E-06
-85.2666,-5.40E-06
-85.2667,-5.40E-06
-85.2667,-5.40E-06
-85.2667,-5.40E-06
-85.2668,-5.40E-06
-85.2668,-5.40E-06
-85.2668,-5.40E-06
-85.2668,-5.40E-06
-85.2669,-5.40E-06
-85.2669,-5.40E-06
-85.2669,-5.40E-06
-85.2669,-5.40E-06
-85.267,-5.40E-06
-85.267,-5.40E-06
-85.267,-5.40E-06
-85.267,-5.40E-06
-85.2671,-5.40E-06
-85.2671,-5.40E-06
-85.2671,-5.40E-06
-85.2672,-5.40E-06
-85.2672,-5.40E-06
-85.2672,-5.40E-06
-85.2672,-5.40E-06
-85.2673,-5.40E-06
-85.2673,-5.40E-06
-85.2673,-5.40E-06
-85.2673,-5.40E-06
-85.2674,-5.40E-06
-85.2674,-5.40E-06
-85.2674,-5.40E-06
-85.2675,-5.40E-06
-85.2675,-5.40E-06
-85.2675,-5.40E-06
-85.2675,-5.40E-06
-85.2676,-5.40E-06
-85.2676,-5.40E-06
-85.2676,-5.40E-06
-85.2676,-5.40E-06
-85.2677,-5.40E-06
-85.2677,-5.40E-06
-85.2677,-5.40E-06
-85.2677,-5.40E-06
-85.2678,-5.40E-06
-85.2678,-5.40E-06
-85.2678,-5.40E-06
-85.2679,-5.40E-06
-85.2679,-5.40E-06
-85.2679,-5.40E-06
-85.2679,-5.40E-06
-85.268,-5.40E-06
-85.268,-5.40E-06
-85.268,-5.40E-06
-85.268,-5.40E-06
-85.2681,-5.40E-06
-85.2681,-5.40E-06
-85.2681,-5.40E-06
-85.2682,-5.40E-06
-85.2682,-5.40E-06
-85.2682,-5.40E-06
-85.2682,-5.40E-06
-85.2683,-5.40E-06
-85.2683,-5.40E-06
-85.2683,-5.40E-06
-85.2683,-5.40E-06
-85.2684,-5.40E-06
-85.2684,-5.40E-06
-85.2684,-5.40E-06
-85.2684,-5.40E-06
-85.2685,-5.40E-06
-85.2685,-5.39E-06
-85.2685,-5.39E-06
-85.2686,-5.39E-06
-85.2686,-5.39E-06
-85.2686,-5.39E-06
-85.2686,-5.39E-06
-85.2687,-5.39E-06
-85.2687,-5.39E-06
-85.2687,-5.39E-06
