cell | V (mV),INa | INa (uA_per_uF)
-85.4601,-4.91E-06
-85.4601,-4.91E-06
-85.4602,-4.91E-06
-85.4602,-4.91E-06
-85.4602,-4.91E-06
-85.4602,-4.91E-06
-85.4602,-4.91E-06
-85.4603,-4.91E-06
-85.4603,-4.91E-06
-85.4603,-4.91E-06
-85.4603,-4.91E-06
-85.4603,-4.91E-06
-85.4603,-4.91E-06
-85.4604,-4.91E-06
-85.4604,-4.91E-06
-85.4604,-4.91E-06
-85.4604,-4.91E-06
-85.4604,-4.91E-06
-85.4604,-4.91E-06
-85.4605,-4.91E-06
-85.4605,-4.91E-06
-85.4605,-4.91E-06
-85.4605,-4.91E-06
-85.4605,-4.91E-06
-85.4605,-4.91E-06
-85.4606,-4.91E-06
-85.4606,-4.91E-06
-85.4606,-4.91E-06
-85.4606,-4.91E-06
-85.4606,-4.91E-06
-85.4606,-4.91E-06
-85.4607,-4.91E-06
-85.4607,-4.91E-06
-85.4607,-4.91E-06
-85.4607,-4.91E-06
-85.4607,-4.91E-06
-85.4607,-4.91E-06
-85.4608,-4.91E-06
-85.4608,-4.91E-06
-85.4608,-4.91E-06
-85.4608,-4.91E-06
-85.4608,-4.91E-06
-85.4608,-4.91E-06
-85.4609,-4.91E-06
-85.4609,-4.91E-06
-85.4609,-4.91E-06
-85.4609,-4.91E-06
-85.4609,-4.91E-06
-85.461,-4.91E-06
-85.461,-4.91E-06
-85.461,-4.91E-06
-85.461,-4.91E-06
-85.461,-4.91E-06
-85.461,-4.91E-06
-85.4611,-4.91E-06
-85.4611,-4.91E-06
-85.4611,-4.91E-06
-85.4611,-4.91E-06
-85.4611,-4.91E-06
-85.4611,-4.91E-06
-85.4612,-4.91E-06
-85.4612,-4.91E-06
-85.4612,-4.91E-06
-85.4612,-4.91E-06
-85.4612,-4.91E-06
-85.4612,-4.91E-06
-85.4613,-4.91E-06
-85.4613,-4.91E-06
-85.4613,-4.91E-06
-85.4613,-4.91E-06
-85.4613,-4.91E-06
-85.4613,-4.91E-06
-85.4614,-4.91E-06
-85.4614,-4.91E-06
-85.4614,-4.91E-06
-85.4614,-4.91E-06
-85.4614,-4.91E-06
-85.4614,-4.91E-06
-85.4615,-4.91E-06
-85.4615,-4.91E-06
-85.4615,-4.91E-06
-85.4615,-4.91E-06
-85.4615,-4.91E-06
-85.4615,-4.91E-06
-85.4616,-4.91E-06
-85.4616,-4.91E-06
-85.4616,-4.91E-06
-85.4616,-4.91E-06
-85.4616,-4.91E-06
-85.4616,-4.91E-06
-85.4617,-4.91E-06
-85.4617,-4.91E-06
-85.4617,-4.91E-06
-85.4617,-4.91E-06
-85.4617,-4.91E-06
-85.4618,-4.91E-06
-85.4618,-4.91E-06
-85.4618,-4.91E-06
-85.4618,-4.91E-06
-85.4618,-4.91E-06
-85.4618,-4.91E-06
-85.4619,-4.91E-06
-85.4619,-4.91E-06
-85.4619,-4.91E-06
-85.4619,-4.91E-06
-85.4619,-4.91E-06
-85.4619,-4.91E-06
-85.462,-4.91E-06
-85.462,-4.91E-06
-85.462,-4.91E-06
-85.462,-4.91E-06
-85.462,-4.91E-06
-85.462,-4.91E-06
-85.4621,-4.91E-06
-85.4621,-4.91E-06
-85.4621,-4.91E-06
-85.4621,-4.91E-06
-85.4621,-4.91E-06
-85.4621,-4.91E-06
-85.4622,-4.91E-06
-85.4622,-4.91E-06
-85.4622,-4.91E-06
-85.4622,-4.91E-06
-85.4622,-4.91E-06
-85.4622,-4.91E-06
-85.4623,-4.91E-06
-85.4623,-4.91E-06
-85.4623,-4.91E-06
-85.4623,-4.91E-06
-85.4623,-4.91E-06
-85.4623,-4.91E-06
-85.4624,-4.91E-06
-85.4624,-4.91E-06
-85.4624,-4.91E-06
-85.4624,-4.91E-06
-85.4624,-4.91E-06
-85.4624,-4.91E-06
-85.4625,-4.91E-06
-85.4625,-4.91E-06
-85.4625,-4.91E-06
-85.4625,-4.91E-06
-85.4625,-4.91E-06
-85.4626,-4.91E-06
-85.4626,-4.91E-06
-85.4626,-4.91E-06
-85.4626,-4.91E-06
-85.4626,-4.91E-06
-85.4626,-4.91E-06
-85.4627,-4.91E-06
-85.4627,-4.91E-06
-85.4627,-4.91E-06
-85.4627,-4.91E-06
-85.4627,-4.91E-06
-85.4627,-4.91E-06
-85.4628,-4.91E-06
-85.4628,-4.91E-06
-85.4628,-4.91E-06
-85.4628,-4.91E-06
-85.4628,-4.91E-06
-85.4628,-4.91E-06
-85.4629,-4.91E-06
-85.4629,-4.91E-06
-85.4629,-4.91E-06
-85.4629,-4.91E-06
-85.4629,-4.91E-06
-85.4629,-4.91E-06
-85.463,-4.91E-06
-85.463,-4.91E-06
-85.463,-4.91E-06
-85.463,-4.91E-06
-85.463,-4.91E-06
-85.463,-4.91E-06
-85.4631,-4.91E-06
-85.4631,-4.91E-06
-85.4631,-4.91E-06
-85.4631,-4.91E-06
-85.4631,-4.91E-06
-85.4631,-4.91E-06
-85.4632,-4.91E-06
-85.4632,-4.91E-06
-85.4632,-4.91E-06
-85.4632,-4.91E-06
-85.4632,-4.91E-06
-85.4632,-4.91E-06
-85.4633,-4.91E-06
-85.4633,-4.91E-06
-85.4633,-4.91E-06
-85.4633,-4.91E-06
-85.4633,-4.91E-06
-85.4633,-4.91E-06
-85.4634,-4.91E-06
-85.4634,-4.91E-06
-85.4634,-4.91E-06
-85.4634,-4.91E-06
-85.4634,-4.91E-06
-85.4634,-4.91E-06
-85.4635,-4.91E-06
-85.4635,-4.91E-06
-85.4635,-4.91E-06
-85.4635,-4.91E-06
-85.4635,-4.91E-06
-85.4635,-4.91E-06
-85.4636,-4.91E-06
-85.4636,-4.91E-06
-85.4636,-4.91E-06
-85.4636,-4.91E-06
-85.4636,-4.91E-06
-85.4637,-4.91E-06
-85.4637,-4.91E-06
-85.4637,-4.90E-06
-85.4637,-4.90E-06
-85.4637,-4.90E-06
-85.4637,-4.90E-06
-85.4638,-4.90E-06
-85.4638,-4.90E-06
-85.4638,-4.90E-06
-85.4638,-4.90E-06
-85.4638,-4.90E-06
-85.4638,-4.90E-06
-85.4639,-4.90E-06
-85.4639,-4.90E-06
-85.4639,-4.90E-06
-85.4639,-4.90E-06
-85.4639,-4.90E-06
-85.4639,-4.90E-06
-85.464,-4.90E-06
-85.464,-4.90E-06
-85.464,-4.90E-06
-85.464,-4.90E-06
-85.464,-4.90E-06
-85.464,-4.90E-06
-85.4641,-4.90E-06
-85.4641,-4.90E-06
-85.4641,-4.90E-06
-85.4641,-4.90E-06
-85.4641,-4.90E-06
-85.4641,-4.90E-06
-85.4642,-4.90E-06
-85.4642,-4.90E-06
-85.4642,-4.90E-06
-85.4642,-4.90E-06
-85.4642,-4.90E-06
-85.4642,-4.90E-06
-85.4643,-4.90E-06
-85.4643,-4.90E-06
-85.4643,-4.90E-06
-85.4643,-4.90E-06
-85.4643,-4.90E-06
-85.4643,-4.90E-06
-85.4644,-4.90E-06
-85.4644,-4.90E-06
-85.4644,-4.90E-06
-85.4644,-4.90E-06
-85.4644,-4.90E-06
-85.4644,-4.90E-06
-85.4645,-4.90E-06
-85.4645,-4.90E-06
-85.4645,-4.90E-06
-85.4645,-4.90E-06
-85.4645,-4.90E-06
-85.4645,-4.90E-06
-85.4646,-4.90E-06
-85.4646,-4.90E-06
-85.4646,-4.90E-06
-85.4646,-4.90E-06
-85.4646,-4.90E-06
-85.4646,-4.90E-06
-85.4647,-4.90E-06
-85.4647,-4.90E-06
-85.4647,-4.90E-06
-85.4647,-4.90E-06
-85.4647,-4.90E-06
-85.4647,-4.90E-06
-85.4648,-4.90E-06
-85.4648,-4.90E-06
-85.4648,-4.90E-06
-85.4648,-4.90E-06
-85.4648,-4.90E-06
-85.4649,-4.90E-06
-85.4649,-4.90E-06
-85.4649,-4.90E-06
-85.4649,-4.90E-06
-85.4649,-4.90E-06
-85.4649,-4.90E-06
-85.465,-4.90E-06
-85.465,-4.90E-06
-85.465,-4.90E-06
-85.465,-4.90E-06
-85.465,-4.90E-06
-85.465,-4.90E-06
-85.4651,-4.90E-06
-85.4651,-4.90E-06
-85.4651,-4.90E-06
-85.4651,-4.90E-06
-85.4651,-4.90E-06
-85.4651,-4.90E-06
-85.4652,-4.90E-06
-85.4652,-4.90E-06
-85.4652,-4.90E-06
-85.4652,-4.90E-06
-85.4652,-4.90E-06
-85.4652,-4.90E-06
-85.4653,-4.90E-06
-85.4653,-4.90E-06
-85.4653,-4.90E-06
-85.4653,-4.90E-06
-85.4653,-4.90E-06
-85.4653,-4.90E-06
-85.4654,-4.90E-06
-85.4654,-4.90E-06
-85.4654,-4.90E-06
-85.4654,-4.90E-06
-85.4654,-4.90E-06
-85.4654,-4.90E-06
-85.4655,-4.90E-06
-85.4655,-4.90E-06
-85.4655,-4.90E-06
-85.4655,-4.90E-06
-85.4655,-4.90E-06
-85.4655,-4.90E-06
-85.4656,-4.90E-06
-85.4656,-4.90E-06
-85.4656,-4.90E-06
-85.4656,-4.90E-06
-85.4656,-4.90E-06
-85.4656,-4.90E-06
-85.4657,-4.90E-06
-85.4657,-4.90E-06
-85.4657,-4.90E-06
-85.4657,-4.90E-06
-85.4657,-4.90E-06
-85.4657,-4.90E-06
-85.4658,-4.90E-06
-85.4658,-4.90E-06
-85.4658,-4.90E-06
-85.4658,-4.90E-06
-85.4658,-4.90E-06
-85.4658,-4.90E-06
-85.4659,-4.90E-06
-85.4659,-4.90E-06
-85.4659,-4.90E-06
-85.4659,-4.90E-06
-85.4659,-4.90E-06
-85.4659,-4.90E-06
-85.466,-4.90E-06
-85.466,-4.90E-06
-85.466,-4.90E-06
-85.466,-4.90E-06
-85.466,-4.90E-06
-85.466,-4.90E-06
-85.4661,-4.90E-06
-85.4661,-4.90E-06
-85.4661,-4.90E-06
-85.4661,-4.90E-06
-85.4661,-4.90E-06
-85.4661,-4.90E-06
-85.4662,-4.90E-06
-85.4662,-4.90E-06
-85.4662,-4.90E-06
-85.4662,-4.90E-06
-85.4662,-4.90E-06
-85.4662,-4.90E-06
-85.4663,-4.90E-06
-85.4663,-4.90E-06
-85.4663,-4.90E-06
-85.4663,-4.90E-06
-85.4663,-4.90E-06
-85.4663,-4.90E-06
-85.4664,-4.90E-06
-85.4664,-4.90E-06
-85.4664,-4.90E-06
-85.4664,-4.90E-06
-85.4664,-4.90E-06
-85.4664,-4.90E-06
-85.4665,-4.90E-06
-85.4665,-4.90E-06
-85.4665,-4.90E-06
-85.4665,-4.90E-06
-85.4665,-4.90E-06
-85.4665,-4.90E-06
-85.4666,-4.90E-06
-85.4666,-4.90E-06
-85.4666,-4.90E-06
-85.4666,-4.90E-06
-85.4666,-4.90E-06
-85.4666,-4.90E-06
-85.4667,-4.90E-06
-85.4667,-4.90E-06
-85.4667,-4.90E-06
-85.4667,-4.90E-06
-85.4667,-4.90E-06
-85.4667,-4.90E-06
-85.4668,-4.90E-06
-85.4668,-4.90E-06
-85.4668,-4.90E-06
-85.4668,-4.90E-06
-85.4668,-4.90E-06
-85.4669,-4.90E-06
-85.4669,-4.90E-06
-85.4669,-4.90E-06
-85.4669,-4.90E-06
-85.4669,-4.90E-06
-85.4669,-4.90E-06
-85.467,-4.90E-06
-85.467,-4.90E-06
-85.467,-4.90E-06
-85.467,-4.90E-06
-85.467,-4.90E-06
-85.467,-4.90E-06
-85.4671,-4.90E-06
-85.4671,-4.90E-06
-85.4671,-4.90E-06
-85.4671,-4.90E-06
-85.4671,-4.90E-06
-85.4671,-4.90E-06
-85.4672,-4.90E-06
-85.4672,-4.90E-06
-85.4672,-4.90E-06
-85.4672,-4.90E-06
-85.4672,-4.90E-06
-85.4672,-4.90E-06
-85.4673,-4.90E-06
-85.4673,-4.90E-06
-85.4673,-4.90E-06
-85.4673,-4.90E-06
-85.4673,-4.90E-06
-85.4673,-4.90E-06
-85.4674,-4.90E-06
-85.4674,-4.90E-06
-85.4674,-4.90E-06
-85.4674,-4.90E-06
-85.4674,-4.90E-06
-85.4674,-4.90E-06
-85.4675,-4.90E-06
-85.4675,-4.90E-06
-85.4675,-4.90E-06
-85.4675,-4.90E-06
-85.4675,-4.90E-06
-85.4675,-4.90E-06
-85.4676,-4.90E-06
-85.4676,-4.90E-06
-85.4676,-4.90E-06
-85.4676,-4.90E-06
-85.4676,-4.90E-06
-85.4676,-4.90E-06
-85.4677,-4.90E-06
-85.4677,-4.90E-06
-85.4677,-4.90E-06
-85.4677,-4.90E-06
-85.4677,-4.90E-06
-85.4677,-4.90E-06
-85.4678,-4.90E-06
-85.4678,-4.90E-06
-85.4678,-4.90E-06
-85.4678,-4.90E-06
-85.4678,-4.90E-06
-85.4678,-4.90E-06
-85.4679,-4.89E-06
-85.4679,-4.89E-06
-85.4679,-4.89E-06
-85.4679,-4.89E-06
-85.4679,-4.89E-06
-85.4679,-4.89E-06
-85.468,-4.89E-06
-85.468,-4.89E-06
-85.468,-4.89E-06
-85.468,-4.89E-06
-85.468,-4.89E-06
-85.468,-4.89E-06
-85.4681,-4.89E-06
-85.4681,-4.89E-06
-85.4681,-4.89E-06
-85.4681,-4.89E-06
-85.4681,-4.89E-06
-85.4681,-4.89E-06
-85.4682,-4.89E-06
-85.4682,-4.89E-06
-85.4682,-4.89E-06
-85.4682,-4.89E-06
-85.4682,-4.89E-06
-85.4682,-4.89E-06
-85.4683,-4.89E-06
-85.4683,-4.89E-06
-85.4683,-4.89E-06
-85.4683,-4.89E-06
-85.4683,-4.89E-06
-85.4683,-4.89E-06
-85.4684,-4.89E-06
-85.4684,-4.89E-06
-85.4684,-4.89E-06
-85.4684,-4.89E-06
-85.4684,-4.89E-06
-85.4684,-4.89E-06
-85.4685,-4.89E-06
-85.4685,-4.89E-06
-85.4685,-4.89E-06
-85.4685,-4.89E-06
-85.4685,-4.89E-06
-85.4685,-4.89E-06
-85.4686,-4.89E-06
-85.4686,-4.89E-06
-85.4686,-4.89E-06
-85.4686,-4.89E-06
-85.4686,-4.89E-06
-85.4686,-4.89E-06
-85.4687,-4.89E-06
-85.4687,-4.89E-06
-85.4687,-4.89E-06
-85.4687,-4.89E-06
-85.4687,-4.89E-06
-85.4687,-4.89E-06
-85.4688,-4.89E-06
-85.4688,-4.89E-06
-85.4688,-4.89E-06
-85.4688,-4.89E-06
-85.4688,-4.89E-06
-85.4688,-4.89E-06
-85.4689,-4.89E-06
-85.4689,-4.89E-06
-85.4689,-4.89E-06
-85.4689,-4.89E-06
-85.4689,-4.89E-06
-85.4689,-4.89E-06
-85.469,-4.89E-06
-85.469,-4.89E-06
-85.469,-4.89E-06
-85.469,-4.89E-06
-85.469,-4.89E-06
-85.469,-4.89E-06
-85.4691,-4.89E-06
-85.4691,-4.89E-06
-85.4691,-4.89E-06
-85.4691,-4.89E-06
-85.4691,-4.89E-06
-85.4691,-4.89E-06
-85.4692,-4.89E-06
-85.4692,-4.89E-06
-85.4692,-4.89E-06
-85.4692,-4.89E-06
-85.4692,-4.89E-06
-85.4692,-4.89E-06
-85.4693,-4.89E-06
-85.4693,-4.89E-06
-85.4693,-4.89E-06
-85.4693,-4.89E-06
-85.4693,-4.89E-06
-85.4693,-4.89E-06
-85.4694,-4.89E-06
-85.4694,-4.89E-06
-85.4694,-4.89E-06
-85.4694,-4.89E-06
-85.4694,-4.89E-06
-85.4694,-4.89E-06
-85.4695,-4.89E-06
-85.4695,-4.89E-06
-85.4695,-4.89E-06
-85.4695,-4.89E-06
-85.4695,-4.89E-06
-85.4695,-4.89E-06
-85.4696,-4.89E-06
-85.4696,-4.89E-06
-85.4696,-4.89E-06
-85.4696,-4.89E-06
-85.4696,-4.89E-06
-85.4696,-4.89E-06
-85.4697,-4.89E-06
-85.4697,-4.89E-06
-85.4697,-4.89E-06
-85.4697,-4.89E-06
-85.4697,-4.89E-06
-85.4697,-4.89E-06
-85.4698,-4.89E-06
-85.4698,-4.89E-06
-85.4698,-4.89E-06
-85.4698,-4.89E-06
-85.4698,-4.89E-06
-85.4698,-4.89E-06
-85.4699,-4.89E-06
-85.4699,-4.89E-06
-85.4699,-4.89E-06
-85.4699,-4.89E-06
-85.4699,-4.89E-06
-85.4699,-4.89E-06
-85.47,-4.89E-06
-85.47,-4.89E-06
-85.47,-4.89E-06
-85.47,-4.89E-06
-85.47,-4.89E-06
-85.47,-4.89E-06
-85.4701,-4.89E-06
-85.4701,-4.89E-06
-85.4701,-4.89E-06
-85.4701,-4.89E-06
-85.4701,-4.89E-06
-85.4701,-4.89E-06
-85.4702,-4.89E-06
-85.4702,-4.89E-06
-85.4702,-4.89E-06
-85.4702,-4.89E-06
-85.4702,-4.89E-06
-85.4702,-4.89E-06
-85.4703,-4.89E-06
-85.4703,-4.89E-06
-85.4703,-4.89E-06
-85.4703,-4.89E-06
-85.4703,-4.89E-06
-85.4703,-4.89E-06
-85.4704,-4.89E-06
-85.4704,-4.89E-06
-85.4704,-4.89E-06
-85.4704,-4.89E-06
-85.4704,-4.89E-06
-85.4704,-4.89E-06
-85.4705,-4.89E-06
-85.4705,-4.89E-06
-85.4705,-4.89E-06
-85.4705,-4.89E-06
-85.4705,-4.89E-06
-85.4705,-4.89E-06
-85.4706,-4.89E-06
-85.4706,-4.89E-06
-85.4706,-4.89E-06
-85.4706,-4.89E-06
-85.4706,-4.89E-06
-85.4706,-4.89E-06
-85.4706,-4.89E-06
-85.4707,-4.89E-06
-85.4707,-4.89E-06
-85.4707,-4.89E-06
-85.4707,-4.89E-06
-85.4707,-4.89E-06
-85.4707,-4.89E-06
-85.4708,-4.89E-06
-85.4708,-4.89E-06
-85.4708,-4.89E-06
-85.4708,-4.89E-06
-85.4708,-4.89E-06
-85.4708,-4.89E-06
-85.4709,-4.89E-06
-85.4709,-4.89E-06
-85.4709,-4.89E-06
-85.4709,-4.89E-06
-85.4709,-4.89E-06
-85.4709,-4.89E-06
-85.471,-4.89E-06
-85.471,-4.89E-06
-85.471,-4.89E-06
-85.471,-4.89E-06
-85.471,-4.89E-06
-85.471,-4.89E-06
-85.4711,-4.89E-06
-85.4711,-4.89E-06
-85.4711,-4.89E-06
-85.4711,-4.89E-06
-85.4711,-4.89E-06
-85.4711,-4.89E-06
-85.4712,-4.89E-06
-85.4712,-4.89E-06
-85.4712,-4.89E-06
-85.4712,-4.89E-06
-85.4712,-4.89E-06
-85.4712,-4.89E-06
-85.4713,-4.89E-06
-85.4713,-4.89E-06
-85.4713,-4.89E-06
-85.4713,-4.89E-06
-85.4713,-4.89E-06
-85.4713,-4.89E-06
-85.4714,-4.89E-06
-85.4714,-4.89E-06
-85.4714,-4.89E-06
-85.4714,-4.89E-06
-85.4714,-4.89E-06
-85.4714,-4.89E-06
-85.4715,-4.89E-06
-85.4715,-4.89E-06
-85.4715,-4.89E-06
-85.4715,-4.89E-06
-85.4715,-4.89E-06
-85.4715,-4.89E-06
-85.4716,-4.89E-06
-85.4716,-4.89E-06
-85.4716,-4.89E-06
-85.4716,-4.89E-06
-85.4716,-4.89E-06
-85.4716,-4.89E-06
-85.4717,-4.89E-06
-85.4717,-4.89E-06
-85.4717,-4.89E-06
-85.4717,-4.89E-06
-85.4717,-4.89E-06
-85.4717,-4.89E-06
-85.4718,-4.89E-06
-85.4718,-4.89E-06
-85.4718,-4.89E-06
-85.4718,-4.89E-06
-85.4718,-4.89E-06
-85.4718,-4.89E-06
-85.4719,-4.89E-06
-85.4719,-4.89E-06
-85.4719,-4.89E-06
-85.4719,-4.89E-06
-85.4719,-4.89E-06
-85.4719,-4.89E-06
-85.472,-4.89E-06
-85.472,-4.89E-06
-85.472,-4.89E-06
-85.472,-4.89E-06
-85.472,-4.89E-06
-85.472,-4.89E-06
-85.4721,-4.88E-06
-85.4721,-4.88E-06
-85.4721,-4.88E-06
-85.4721,-4.88E-06
-85.4721,-4.88E-06
-85.4721,-4.88E-06
-85.4722,-4.88E-06
-85.4722,-4.88E-06
-85.4722,-4.88E-06
-85.4722,-4.88E-06
-85.4722,-4.88E-06
-85.4722,-4.88E-06
-85.4723,-4.88E-06
-85.4723,-4.88E-06
-85.4723,-4.88E-06
-85.4723,-4.88E-06
-85.4723,-4.88E-06
-85.4723,-4.88E-06
-85.4724,-4.88E-06
-85.4724,-4.88E-06
-85.4724,-4.88E-06
-85.4724,-4.88E-06
-85.4724,-4.88E-06
-85.4724,-4.88E-06
-85.4725,-4.88E-06
-85.4725,-4.88E-06
-85.4725,-4.88E-06
-85.4725,-4.88E-06
-85.4725,-4.88E-06
-85.4725,-4.88E-06
-85.4726,-4.88E-06
-85.4726,-4.88E-06
-85.4726,-4.88E-06
-85.4726,-4.88E-06
-85.4726,-4.88E-06
-85.4726,-4.88E-06
-85.4726,-4.88E-06
-85.4727,-4.88E-06
-85.4727,-4.88E-06
-85.4727,-4.88E-06
-85.4727,-4.88E-06
-85.4727,-4.88E-06
-85.4727,-4.88E-06
-85.4728,-4.88E-06
-85.4728,-4.88E-06
-85.4728,-4.88E-06
-85.4728,-4.88E-06
-85.4728,-4.88E-06
-85.4728,-4.88E-06
-85.4729,-4.88E-06
-85.4729,-4.88E-06
-85.4729,-4.88E-06
-85.4729,-4.88E-06
-85.4729,-4.88E-06
-85.4729,-4.88E-06
-85.473,-4.88E-06
-85.473,-4.88E-06
-85.473,-4.88E-06
-85.473,-4.88E-06
-85.473,-4.88E-06
-85.473,-4.88E-06
-85.4731,-4.88E-06
-85.4731,-4.88E-06
-85.4731,-4.88E-06
-85.4731,-4.88E-06
-85.4731,-4.88E-06
-85.4731,-4.88E-06
-85.4732,-4.88E-06
-85.4732,-4.88E-06
-85.4732,-4.88E-06
-85.4732,-4.88E-06
-85.4732,-4.88E-06
-85.4732,-4.88E-06
-85.4733,-4.88E-06
-85.4733,-4.88E-06
-85.4733,-4.88E-06
-85.4733,-4.88E-06
-85.4733,-4.88E-06
-85.4733,-4.88E-06
-85.4734,-4.88E-06
-85.4734,-4.88E-06
-85.4734,-4.88E-06
-85.4734,-4.88E-06
-85.4734,-4.88E-06
-85.4734,-4.88E-06
-85.4735,-4.88E-06
-85.4735,-4.88E-06
-85.4735,-4.88E-06
-85.4735,-4.88E-06
-85.4735,-4.88E-06
-85.4735,-4.88E-06
-85.4736,-4.88E-06
-85.4736,-4.88E-06
-85.4736,-4.88E-06
-85.4736,-4.88E-06
-85.4736,-4.88E-06
-85.4736,-4.88E-06
-85.4737,-4.88E-06
-85.4737,-4.88E-06
-85.4737,-4.88E-06
-85.4737,-4.88E-06
-85.4737,-4.88E-06
-85.4737,-4.88E-06
-85.4738,-4.88E-06
-85.4738,-4.88E-06
-85.4738,-4.88E-06
-85.4738,-4.88E-06
-85.4738,-4.88E-06
-85.4738,-4.88E-06
-85.4738,-4.88E-06
-85.4739,-4.88E-06
-85.4739,-4.88E-06
-85.4739,-4.88E-06
-85.4739,-4.88E-06
-85.4739,-4.88E-06
-85.4739,-4.88E-06
-85.474,-4.88E-06
-85.474,-4.88E-06
-85.474,-4.88E-06
-85.474,-4.88E-06
-85.474,-4.88E-06
-85.474,-4.88E-06
-85.4741,-4.88E-06
-85.4741,-4.88E-06
-85.4741,-4.88E-06
-85.4741,-4.88E-06
-85.4741,-4.88E-06
-85.4741,-4.88E-06
-85.4742,-4.88E-06
-85.4742,-4.88E-06
-85.4742,-4.88E-06
-85.4742,-4.88E-06
-85.4742,-4.88E-06
-85.4742,-4.88E-06
-85.4743,-4.88E-06
-85.4743,-4.88E-06
-85.4743,-4.88E-06
-85.4743,-4.88E-06
-85.4743,-4.88E-06
-85.4743,-4.88E-06
-85.4744,-4.88E-06
-85.4744,-4.88E-06
-85.4744,-4.88E-06
-85.4744,-4.88E-06
-85.4744,-4.88E-06
-85.4744,-4.88E-06
-85.4745,-4.88E-06
-85.4745,-4.88E-06
-85.4745,-4.88E-06
-85.4745,-4.88E-06
-85.4745,-4.88E-06
-85.4745,-4.88E-06
-85.4746,-4.88E-06
-85.4746,-4.88E-06
-85.4746,-4.88E-06
-85.4746,-4.88E-06
-85.4746,-4.88E-06
-85.4746,-4.88E-06
-85.4747,-4.88E-06
-85.4747,-4.88E-06
-85.4747,-4.88E-06
-85.4747,-4.88E-06
-85.4747,-4.88E-06
-85.4747,-4.88E-06
-85.4748,-4.88E-06
-85.4748,-4.88E-06
-85.4748,-4.88E-06
-85.4748,-4.88E-06
-85.4748,-4.88E-06
-85.4748,-4.88E-06
-85.4748,-4.88E-06
-85.4749,-4.88E-06
-85.4749,-4.88E-06
-85.4749,-4.88E-06
-85.4749,-4.88E-06
-85.4749,-4.88E-06
-85.4749,-4.88E-06
-85.475,-4.88E-06
-85.475,-4.88E-06
-85.475,-4.88E-06
-85.475,-4.88E-06
-85.475,-4.88E-06
-85.475,-4.88E-06
-85.4751,-4.88E-06
-85.4751,-4.88E-06
-85.4751,-4.88E-06
-85.4751,-4.88E-06
-85.4751,-4.88E-06
-85.4751,-4.88E-06
-85.4752,-4.88E-06
-85.4752,-4.88E-06
-85.4752,-4.88E-06
-85.4752,-4.88E-06
-85.4752,-4.88E-06
-85.4752,-4.88E-06
-85.4753,-4.88E-06
-85.4753,-4.88E-06
-85.4753,-4.88E-06
-85.4753,-4.88E-06
-85.4753,-4.88E-06
-85.4753,-4.88E-06
-85.4754,-4.88E-06
-85.4754,-4.88E-06
-85.4754,-4.88E-06
-85.4754,-4.88E-06
-85.4754,-4.88E-06
-85.4754,-4.88E-06
-85.4755,-4.88E-06
-85.4755,-4.88E-06
-85.4755,-4.88E-06
-85.4755,-4.88E-06
-85.4755,-4.88E-06
-85.4755,-4.88E-06
-85.4756,-4.88E-06
-85.4756,-4.88E-06
-85.4756,-4.88E-06
-85.4756,-4.88E-06
-85.4756,-4.88E-06
-85.4756,-4.88E-06
-85.4757,-4.88E-06
-85.4757,-4.88E-06
-85.4757,-4.88E-06
-85.4757,-4.88E-06
-85.4757,-4.88E-06
-85.4757,-4.88E-06
-85.4757,-4.88E-06
-85.4758,-4.88E-06
-85.4758,-4.88E-06
-85.4758,-4.88E-06
-85.4758,-4.88E-06
-85.4758,-4.88E-06
-85.4758,-4.88E-06
-85.4759,-4.88E-06
-85.4759,-4.88E-06
-85.4759,-4.88E-06
-85.4759,-4.88E-06
-85.4759,-4.88E-06
-85.4759,-4.88E-06
-85.476,-4.88E-06
-85.476,-4.88E-06
-85.476,-4.88E-06
-85.476,-4.88E-06
-85.476,-4.88E-06
-85.476,-4.88E-06
-85.4761,-4.88E-06
-85.4761,-4.88E-06
-85.4761,-4.88E-06
-85.4761,-4.88E-06
-85.4761,-4.88E-06
-85.4761,-4.88E-06
-85.4762,-4.88E-06
-85.4762,-4.88E-06
-85.4762,-4.88E-06
-85.4762,-4.88E-06
-85.4762,-4.88E-06
-85.4762,-4.87E-06
-85.4763,-4.87E-06
-85.4763,-4.87E-06
-85.4763,-4.87E-06
-85.4763,-4.87E-06
-85.4763,-4.87E-06
-85.4763,-4.87E-06
-85.4764,-4.87E-06
-85.4764,-4.87E-06
-85.4764,-4.87E-06
-85.4764,-4.87E-06
-85.4764,-4.87E-06
-85.4764,-4.87E-06
-85.4764,-4.87E-06
-85.4765,-4.87E-06
-85.4765,-4.87E-06
-85.4765,-4.87E-06
-85.4765,-4.87E-06
-85.4765,-4.87E-06
-85.4765,-4.87E-06
-85.4766,-4.87E-06
-85.4766,-4.87E-06
-85.4766,-4.87E-06
-85.4766,-4.87E-06
-85.4766,-4.87E-06
-85.4766,-4.87E-06
-85.4767,-4.87E-06
-85.4767,-4.87E-06
-85.4767,-4.87E-06
-85.4767,-4.87E-06
-85.4767,-4.87E-06
-85.4767,-4.87E-06
-85.4768,-4.87E-06
-85.4768,-4.87E-06
-85.4768,-4.87E-06
-85.4768,-4.87E-06
-85.4768,-4.87E-06
-85.4768,-4.87E-06
-85.4769,-4.87E-06
-85.4769,-4.87E-06
