membrane | V (mV),sodium_current | i_Na (uA_per_mm2)
-84.2051,-0.00403403
-84.2052,-0.00403403
-84.2052,-0.00403403
-84.2052,-0.00403403
-84.2052,-0.00403403
-84.2052,-0.00403403
-84.2052,-0.00403403
-84.2053,-0.00403404
-84.2053,-0.00403404
-84.2053,-0.00403404
-84.2053,-0.00403404
-84.2053,-0.00403404
-84.2053,-0.00403404
-84.2053,-0.00403404
-84.2054,-0.00403404
-84.2054,-0.00403404
-84.2054,-0.00403404
-84.2054,-0.00403404
-84.2054,-0.00403404
-84.2054,-0.00403404
-84.2055,-0.00403404
-84.2055,-0.00403404
-84.2055,-0.00403404
-84.2055,-0.00403404
-84.2055,-0.00403404
-84.2055,-0.00403404
-84.2055,-0.00403404
-84.2056,-0.00403404
-84.2056,-0.00403404
-84.2056,-0.00403404
-84.2056,-0.00403404
-84.2056,-0.00403405
-84.2056,-0.00403405
-84.2057,-0.00403405
-84.2057,-0.00403405
-84.2057,-0.00403405
-84.2057,-0.00403405
-84.2057,-0.00403405
-84.2057,-0.00403405
-84.2057,-0.00403405
-84.2058,-0.00403405
-84.2058,-0.00403405
-84.2058,-0.00403405
-84.2058,-0.00403405
-84.2058,-0.00403405
-84.2058,-0.00403405
-84.2059,-0.00403405
-84.2059,-0.00403405
-84.2059,-0.00403405
-84.2059,-0.00403405
-84.2059,-0.00403405
-84.2059,-0.00403405
-84.2059,-0.00403405
-84.206,-0.00403405
-84.206,-0.00403405
-84.206,-0.00403406
-84.206,-0.00403406
-84.206,-0.00403406
-84.206,-0.00403406
-84.206,-0.00403406
-84.2061,-0.00403406
-84.2061,-0.00403406
-84.2061,-0.00403406
-84.2061,-0.00403406
-84.2061,-0.00403406
-84.2061,-0.00403406
-84.2062,-0.00403406
-84.2062,-0.00403406
-84.2062,-0.00403406
-84.2062,-0.00403406
-84.2062,-0.00403406
-84.2062,-0.00403406
-84.2062,-0.00403406
-84.2063,-0.00403406
-84.2063,-0.00403406
-84.2063,-0.00403406
-84.2063,-0.00403406
-84.2063,-0.00403406
-84.2063,-0.00403406
-84.2064,-0.00403406
-84.2064,-0.00403407
-84.2064,-0.00403407
-84.2064,-0.00403407
-84.2064,-0.00403407
-84.2064,-0.00403407
-84.2064,-0.00403407
-84.2065,-0.00403407
-84.2065,-0.00403407
-84.2065,-0.00403407
-84.2065,-0.00403407
-84.2065,-0.00403407
-84.2065,-0.00403407
-84.2065,-0.00403407
-84.2066,-0.00403407
-84.2066,-0.00403407
-84.2066,-0.00403407
-84.2066,-0.00403407
-84.2066,-0.00403407
-84.2066,-0.00403407
-84.2067,-0.00403407
-84.2067,-0.00403407
-84.2067,-0.00403407
-84.2067,-0.00403407
-84.2067,-0.00403407
-84.2067,-0.00403408
-84.2067,-0.00403408
-84.2068,-0.00403408
-84.2068,-0.00403408
-84.2068,-0.00403408
-84.2068,-0.00403408
-84.2068,-0.00403408
-84.2068,-0.00403408
-84.2069,-0.00403408
-84.2069,-0.00403408
-84.2069,-0.00403408
-84.2069,-0.00403408
-84.2069,-0.00403408
-84.2069,-0.00403408
-84.2069,-0.00403408
-84.207,-0.00403408
-84.207,-0.00403408
-84.207,-0.00403408
-84.207,-0.00403408
-84.207,-0.00403408
-84.207,-0.00403408
-84.2071,-0.00403408
-84.2071,-0.00403408
-84.2071,-0.00403408
-84.2071,-0.00403409
-84.2071,-0.00403409
-84.2071,-0.00403409
-84.2071,-0.00403409
-84.2072,-0.00403409
-84.2072,-0.00403409
-84.2072,-0.00403409
-84.2072,-0.00403409
-84.2072,-0.00403409
-84.2072,-0.00403409
-84.2072,-0.00403409
-84.2073,-0.00403409
-84.2073,-0.00403409
-84.2073,-0.00403409
-84.2073,-0.00403409
-84.2073,-0.00403409
-84.2073,-0.00403409
-84.2074,-0.00403409
-84.2074,-0.00403409
-84.2074,-0.00403409
-84.2074,-0.00403409
-84.2074,-0.00403409
-84.2074,-0.00403409
-84.2074,-0.00403409
-84.2075,-0.00403409
-84.2075,-0.0040341
-84.2075,-0.0040341
-84.2075,-0.0040341
-84.2075,-0.0040341
-84.2075,-0.0040341
-84.2076,-0.0040341
-84.2076,-0.0040341
-84.2076,-0.0040341
-84.2076,-0.0040341
-84.2076,-0.0040341
-84.2076,-0.0040341
-84.2076,-0.0040341
-84.2077,-0.0040341
-84.2077,-0.0040341
-84.2077,-0.0040341
-84.2077,-0.0040341
-84.2077,-0.0040341
-84.2077,-0.0040341
-84.2077,-0.0040341
-84.2078,-0.0040341
-84.2078,-0.0040341
-84.2078,-0.0040341
-84.2078,-0.0040341
-84.2078,-0.0040341
-84.2078,-0.00403411
-84.2079,-0.00403411
-84.2079,-0.00403411
-84.2079,-0.00403411
-84.2079,-0.00403411
-84.2079,-0.00403411
-84.2079,-0.00403411
-84.2079,-0.00403411
-84.208,-0.00403411
-84.208,-0.00403411
-84.208,-0.00403411
-84.208,-0.00403411
-84.208,-0.00403411
-84.208,-0.00403411
-84.2081,-0.00403411
-84.2081,-0.00403411
-84.2081,-0.00403411
-84.2081,-0.00403411
-84.2081,-0.00403411
-84.2081,-0.00403411
-84.2081,-0.00403411
-84.2082,-0.00403411
-84.2082,-0.00403411
-84.2082,-0.00403411
-84.2082,-0.00403411
-84.2082,-0.00403412
-84.2082,-0.00403412
-84.2082,-0.00403412
-84.2083,-0.00403412
-84.2083,-0.00403412
-84.2083,-0.00403412
-84.2083,-0.00403412
-84.2083,-0.00403412
-84.2083,-0.00403412
-84.2084,-0.00403412
-84.2084,-0.00403412
-84.2084,-0.00403412
-84.2084,-0.00403412
-84.2084,-0.00403412
-84.2084,-0.00403412
-84.2084,-0.00403412
-84.2085,-0.00403412
-84.2085,-0.00403412
-84.2085,-0.00403412
-84.2085,-0.00403412
-84.2085,-0.00403412
-84.2085,-0.00403412
-84.2085,-0.00403412
-84.2086,-0.00403412
-84.2086,-0.00403413
-84.2086,-0.00403413
-84.2086,-0.00403413
-84.2086,-0.00403413
-84.2086,-0.00403413
-84.2087,-0.00403413
-84.2087,-0.00403413
-84.2087,-0.00403413
-84.2087,-0.00403413
-84.2087,-0.00403413
-84.2087,-0.00403413
-84.2087,-0.00403413
-84.2088,-0.00403413
-84.2088,-0.00403413
-84.2088,-0.00403413
-84.2088,-0.00403413
-84.2088,-0.00403413
-84.2088,-0.00403413
-84.2089,-0.00403413
-84.2089,-0.00403413
-84.2089,-0.00403413
-84.2089,-0.00403413
-84.2089,-0.00403413
-84.2089,-0.00403413
-84.2089,-0.00403414
-84.209,-0.00403414
-84.209,-0.00403414
-84.209,-0.00403414
-84.209,-0.00403414
-84.209,-0.00403414
-84.209,-0.00403414
-84.209,-0.00403414
-84.2091,-0.00403414
-84.2091,-0.00403414
-84.2091,-0.00403414
-84.2091,-0.00403414
-84.2091,-0.00403414
-84.2091,-0.00403414
-84.2092,-0.00403414
-84.2092,-0.00403414
-84.2092,-0.00403414
-84.2092,-0.00403414
-84.2092,-0.00403414
-84.2092,-0.00403414
-84.2092,-0.00403414
-84.2093,-0.00403414
-84.2093,-0.00403414
-84.2093,-0.00403414
-84.2093,-0.00403414
-84.2093,-0.00403415
-84.2093,-0.00403415
-84.2094,-0.00403415
-84.2094,-0.00403415
-84.2094,-0.00403415
-84.2094,-0.00403415
-84.2094,-0.00403415
-84.2094,-0.00403415
-84.2094,-0.00403415
-84.2095,-0.00403415
-84.2095,-0.00403415
-84.2095,-0.00403415
-84.2095,-0.00403415
-84.2095,-0.00403415
-84.2095,-0.00403415
-84.2095,-0.00403415
-84.2096,-0.00403415
-84.2096,-0.00403415
-84.2096,-0.00403415
-84.2096,-0.00403415
-84.2096,-0.00403415
-84.2096,-0.00403415
-84.2097,-0.00403415
-84.2097,-0.00403415
-84.2097,-0.00403416
-84.2097,-0.00403416
-84.2097,-0.00403416
-84.2097,-0.00403416
-84.2097,-0.00403416
-84.2098,-0.00403416
-84.2098,-0.00403416
-84.2098,-0.00403416
-84.2098,-0.00403416
-84.2098,-0.00403416
-84.2098,-0.00403416
-84.2098,-0.00403416
-84.2099,-0.00403416
-84.2099,-0.00403416
-84.2099,-0.00403416
-84.2099,-0.00403416
-84.2099,-0.00403416
-84.2099,-0.00403416
-84.21,-0.00403416
-84.21,-0.00403416
-84.21,-0.00403416
-84.21,-0.00403416
-84.21,-0.00403416
-84.21,-0.00403416
-84.21,-0.00403416
-84.2101,-0.00403417
-84.2101,-0.00403417
-84.2101,-0.00403417
-84.2101,-0.00403417
-84.2101,-0.00403417
-84.2101,-0.00403417
-84.2101,-0.00403417
-84.2102,-0.00403417
-84.2102,-0.00403417
-84.2102,-0.00403417
-84.2102,-0.00403417
-84.2102,-0.00403417
-84.2102,-0.00403417
-84.2103,-0.00403417
-84.2103,-0.00403417
-84.2103,-0.00403417
-84.2103,-0.00403417
-84.2103,-0.00403417
-84.2103,-0.00403417
-84.2103,-0.00403417
-84.2104,-0.00403417
-84.2104,-0.00403417
-84.2104,-0.00403417
-84.2104,-0.00403417
-84.2104,-0.00403417
-84.2104,-0.00403418
-84.2104,-0.00403418
-84.2105,-0.00403418
-84.2105,-0.00403418
-84.2105,-0.00403418
-84.2105,-0.00403418
-84.2105,-0.00403418
-84.2105,-0.00403418
-84.2106,-0.00403418
-84.2106,-0.00403418
-84.2106,-0.00403418
-84.2106,-0.00403418
-84.2106,-0.00403418
-84.2106,-0.00403418
-84.2106,-0.00403418
-84.2107,-0.00403418
-84.2107,-0.00403418
-84.2107,-0.00403418
-84.2107,-0.00403418
-84.2107,-0.00403418
-84.2107,-0.00403418
-84.2108,-0.00403418
-84.2108,-0.00403418
-84.2108,-0.00403418
-84.2108,-0.00403419
-84.2108,-0.00403419
-84.2108,-0.00403419
-84.2108,-0.00403419
-84.2109,-0.00403419
-84.2109,-0.00403419
-84.2109,-0.00403419
-84.2109,-0.00403419
-84.2109,-0.00403419
-84.2109,-0.00403419
-84.2109,-0.00403419
-84.211,-0.00403419
-84.211,-0.00403419
-84.211,-0.00403419
-84.211,-0.00403419
-84.211,-0.00403419
-84.211,-0.00403419
-84.2111,-0.00403419
-84.2111,-0.00403419
-84.2111,-0.00403419
-84.2111,-0.00403419
-84.2111,-0.00403419
-84.2111,-0.00403419
-84.2111,-0.00403419
-84.2112,-0.00403419
-84.2112,-0.0040342
-84.2112,-0.0040342
-84.2112,-0.0040342
-84.2112,-0.0040342
-84.2112,-0.0040342
-84.2112,-0.0040342
-84.2113,-0.0040342
-84.2113,-0.0040342
-84.2113,-0.0040342
-84.2113,-0.0040342
-84.2113,-0.0040342
-84.2113,-0.0040342
-84.2114,-0.0040342
-84.2114,-0.0040342
-84.2114,-0.0040342
-84.2114,-0.0040342
-84.2114,-0.0040342
-84.2114,-0.0040342
-84.2114,-0.0040342
-84.2115,-0.0040342
-84.2115,-0.0040342
-84.2115,-0.0040342
-84.2115,-0.0040342
-84.2115,-0.0040342
-84.2115,-0.00403421
-84.2115,-0.00403421
-84.2116,-0.00403421
-84.2116,-0.00403421
-84.2116,-0.00403421
-84.2116,-0.00403421
-84.2116,-0.00403421
-84.2116,-0.00403421
-84.2117,-0.00403421
-84.2117,-0.00403421
-84.2117,-0.00403421
-84.2117,-0.00403421
-84.2117,-0.00403421
-84.2117,-0.00403421
-84.2117,-0.00403421
-84.2118,-0.00403421
-84.2118,-0.00403421
-84.2118,-0.00403421
-84.2118,-0.00403421
-84.2118,-0.00403421
-84.2118,-0.00403421
-84.2118,-0.00403421
-84.2119,-0.00403421
-84.2119,-0.00403421
-84.2119,-0.00403421
-84.2119,-0.00403422
-84.2119,-0.00403422
-84.2119,-0.00403422
-84.212,-0.00403422
-84.212,-0.00403422
-84.212,-0.00403422
-84.212,-0.00403422
-84.212,-0.00403422
-84.212,-0.00403422
-84.212,-0.00403422
-84.2121,-0.00403422
-84.2121,-0.00403422
-84.2121,-0.00403422
-84.2121,-0.00403422
-84.2121,-0.00403422
-84.2121,-0.00403422
-84.2121,-0.00403422
-84.2122,-0.00403422
-84.2122,-0.00403422
-84.2122,-0.00403422
-84.2122,-0.00403422
-84.2122,-0.00403422
-84.2122,-0.00403422
-84.2123,-0.00403422
-84.2123,-0.00403422
-84.2123,-0.00403423
-84.2123,-0.00403423
-84.2123,-0.00403423
-84.2123,-0.00403423
-84.2123,-0.00403423
-84.2124,-0.00403423
-84.2124,-0.00403423
-84.2124,-0.00403423
-84.2124,-0.00403423
-84.2124,-0.00403423
-84.2124,-0.00403423
-84.2124,-0.00403423
-84.2125,-0.00403423
-84.2125,-0.00403423
-84.2125,-0.00403423
-84.2125,-0.00403423
-84.2125,-0.00403423
-84.2125,-0.00403423
-84.2125,-0.00403423
-84.2126,-0.00403423
-84.2126,-0.00403423
-84.2126,-0.00403423
-84.2126,-0.00403423
-84.2126,-0.00403423
-84.2126,-0.00403424
-84.2127,-0.00403424
-84.2127,-0.00403424
-84.2127,-0.00403424
-84.2127,-0.00403424
-84.2127,-0.00403424
-84.2127,-0.00403424
-84.2127,-0.00403424
-84.2128,-0.00403424
-84.2128,-0.00403424
-84.2128,-0.00403424
-84.2128,-0.00403424
-84.2128,-0.00403424
-84.2128,-0.00403424
-84.2128,-0.00403424
-84.2129,-0.00403424
-84.2129,-0.00403424
-84.2129,-0.00403424
-84.2129,-0.00403424
-84.2129,-0.00403424
-84.2129,-0.00403424
-84.213,-0.00403424
-84.213,-0.00403424
-84.213,-0.00403424
-84.213,-0.00403424
-84.213,-0.00403425
-84.213,-0.00403425
-84.213,-0.00403425
-84.2131,-0.00403425
-84.2131,-0.00403425
-84.2131,-0.00403425
-84.2131,-0.00403425
-84.2131,-0.00403425
-84.2131,-0.00403425
-84.2131,-0.00403425
-84.2132,-0.00403425
-84.2132,-0.00403425
-84.2132,-0.00403425
-84.2132,-0.00403425
-84.2132,-0.00403425
-84.2132,-0.00403425
-84.2133,-0.00403425
-84.2133,-0.00403425
-84.2133,-0.00403425
-84.2133,-0.00403425
-84.2133,-0.00403425
-84.2133,-0.00403425
-84.2133,-0.00403425
-84.2134,-0.00403425
-84.2134,-0.00403425
-84.2134,-0.00403426
-84.2134,-0.00403426
-84.2134,-0.00403426
-84.2134,-0.00403426
-84.2134,-0.00403426
-84.2135,-0.00403426
-84.2135,-0.00403426
-84.2135,-0.00403426
-84.2135,-0.00403426
-84.2135,-0.00403426
-84.2135,-0.00403426
-84.2136,-0.00403426
-84.2136,-0.00403426
-84.2136,-0.00403426
-84.2136,-0.00403426
-84.2136,-0.00403426
-84.2136,-0.00403426
-84.2136,-0.00403426
-84.2137,-0.00403426
-84.2137,-0.00403426
-84.2137,-0.00403426
-84.2137,-0.00403426
-84.2137,-0.00403426
-84.2137,-0.00403426
-84.2137,-0.00403426
-84.2138,-0.00403427
-84.2138,-0.00403427
-84.2138,-0.00403427
-84.2138,-0.00403427
-84.2138,-0.00403427
-84.2138,-0.00403427
-84.2138,-0.00403427
-84.2139,-0.00403427
-84.2139,-0.00403427
-84.2139,-0.00403427
-84.2139,-0.00403427
-84.2139,-0.00403427
-84.2139,-0.00403427
-84.214,-0.00403427
-84.214,-0.00403427
-84.214,-0.00403427
-84.214,-0.00403427
-84.214,-0.00403427
-84.214,-0.00403427
-84.214,-0.00403427
-84.2141,-0.00403427
-84.2141,-0.00403427
-84.2141,-0.00403427
-84.2141,-0.00403427
-84.2141,-0.00403428
-84.2141,-0.00403428
-84.2141,-0.00403428
-84.2142,-0.00403428
-84.2142,-0.00403428
-84.2142,-0.00403428
-84.2142,-0.00403428
-84.2142,-0.00403428
-84.2142,-0.00403428
-84.2143,-0.00403428
-84.2143,-0.00403428
-84.2143,-0.00403428
-84.2143,-0.00403428
-84.2143,-0.00403428
-84.2143,-0.00403428
-84.2143,-0.00403428
-84.2144,-0.00403428
-84.2144,-0.00403428
-84.2144,-0.00403428
-84.2144,-0.00403428
-84.2144,-0.00403428
-84.2144,-0.00403428
-84.2144,-0.00403428
-84.2145,-0.00403428
-84.2145,-0.00403428
-84.2145,-0.00403429
-84.2145,-0.00403429
-84.2145,-0.00403429
-84.2145,-0.00403429
-84.2145,-0.00403429
-84.2146,-0.00403429
-84.2146,-0.00403429
-84.2146,-0.00403429
-84.2146,-0.00403429
-84.2146,-0.00403429
-84.2146,-0.00403429
-84.2147,-0.00403429
-84.2147,-0.00403429
-84.2147,-0.00403429
-84.2147,-0.00403429
-84.2147,-0.00403429
-84.2147,-0.00403429
-84.2147,-0.00403429
-84.2148,-0.00403429
-84.2148,-0.00403429
-84.2148,-0.00403429
-84.2148,-0.00403429
-84.2148,-0.00403429
-84.2148,-0.00403429
-84.2148,-0.00403429
-84.2149,-0.0040343
-84.2149,-0.0040343
-84.2149,-0.0040343
-84.2149,-0.0040343
-84.2149,-0.0040343
-84.2149,-0.0040343
-84.2149,-0.0040343
-84.215,-0.0040343
-84.215,-0.0040343
-84.215,-0.0040343
-84.215,-0.0040343
-84.215,-0.0040343
-84.215,-0.0040343
-84.2151,-0.0040343
-84.2151,-0.0040343
-84.2151,-0.0040343
-84.2151,-0.0040343
-84.2151,-0.0040343
-84.2151,-0.0040343
-84.2151,-0.0040343
-84.2152,-0.0040343
-84.2152,-0.0040343
-84.2152,-0.0040343
-84.2152,-0.0040343
-84.2152,-0.0040343
-84.2152,-0.00403431
-84.2152,-0.00403431
-84.2153,-0.00403431
-84.2153,-0.00403431
-84.2153,-0.00403431
-84.2153,-0.00403431
-84.2153,-0.00403431
-84.2153,-0.00403431
-84.2154,-0.00403431
-84.2154,-0.00403431
-84.2154,-0.00403431
-84.2154,-0.00403431
-84.2154,-0.00403431
-84.2154,-0.00403431
-84.2154,-0.00403431
-84.2155,-0.00403431
-84.2155,-0.00403431
-84.2155,-0.00403431
-84.2155,-0.00403431
-84.2155,-0.00403431
-84.2155,-0.00403431
-84.2155,-0.00403431
-84.2156,-0.00403431
-84.2156,-0.00403431
-84.2156,-0.00403431
-84.2156,-0.00403432
-84.2156,-0.00403432
-84.2156,-0.00403432
-84.2156,-0.00403432
-84.2157,-0.00403432
-84.2157,-0.00403432
-84.2157,-0.00403432
-84.2157,-0.00403432
-84.2157,-0.00403432
-84.2157,-0.00403432
-84.2158,-0.00403432
-84.2158,-0.00403432
-84.2158,-0.00403432
-84.2158,-0.00403432
-84.2158,-0.00403432
-84.2158,-0.00403432
-84.2158,-0.00403432
-84.2159,-0.00403432
-84.2159,-0.00403432
-84.2159,-0.00403432
-84.2159,-0.00403432
-84.2159,-0.00403432
-84.2159,-0.00403432
-84.2159,-0.00403432
-84.216,-0.00403432
-84.216,-0.00403433
-84.216,-0.00403433
-84.216,-0.00403433
-84.216,-0.00403433
-84.216,-0.00403433
-84.216,-0.00403433
-84.2161,-0.00403433
-84.2161,-0.00403433
-84.2161,-0.00403433
-84.2161,-0.00403433
-84.2161,-0.00403433
-84.2161,-0.00403433
-84.2162,-0.00403433
-84.2162,-0.00403433
-84.2162,-0.00403433
-84.2162,-0.00403433
-84.2162,-0.00403433
-84.2162,-0.00403433
-84.2162,-0.00403433
-84.2163,-0.00403433
-84.2163,-0.00403433
-84.2163,-0.00403433
-84.2163,-0.00403433
-84.2163,-0.00403433
-84.2163,-0.00403434
-84.2163,-0.00403434
-84.2164,-0.00403434
-84.2164,-0.00403434
-84.2164,-0.00403434
-84.2164,-0.00403434
-84.2164,-0.00403434
-84.2164,-0.00403434
-84.2164,-0.00403434
-84.2165,-0.00403434
-84.2165,-0.00403434
-84.2165,-0.00403434
-84.2165,-0.00403434
-84.2165,-0.00403434
-84.2165,-0.00403434
-84.2166,-0.00403434
-84.2166,-0.00403434
-84.2166,-0.00403434
-84.2166,-0.00403434
-84.2166,-0.00403434
-84.2166,-0.00403434
-84.2166,-0.00403434
-84.2167,-0.00403434
-84.2167,-0.00403434
-84.2167,-0.00403434
-84.2167,-0.00403435
-84.2167,-0.00403435
-84.2167,-0.00403435
-84.2167,-0.00403435
-84.2168,-0.00403435
-84.2168,-0.00403435
-84.2168,-0.00403435
-84.2168,-0.00403435
-84.2168,-0.00403435
-84.2168,-0.00403435
-84.2168,-0.00403435
-84.2169,-0.00403435
-84.2169,-0.00403435
-84.2169,-0.00403435
-84.2169,-0.00403435
-84.2169,-0.00403435
-84.2169,-0.00403435
-84.217,-0.00403435
-84.217,-0.00403435
-84.217,-0.00403435
-84.217,-0.00403435
-84.217,-0.00403435
-84.217,-0.00403435
-84.217,-0.00403435
-84.2171,-0.00403435
-84.2171,-0.00403436
-84.2171,-0.00403436
-84.2171,-0.00403436
-84.2171,-0.00403436
-84.2171,-0.00403436
-84.2171,-0.00403436
-84.2172,-0.00403436
-84.2172,-0.00403436
-84.2172,-0.00403436
-84.2172,-0.00403436
-84.2172,-0.00403436
-84.2172,-0.00403436
-84.2172,-0.00403436
-84.2173,-0.00403436
-84.2173,-0.00403436
-84.2173,-0.00403436
-84.2173,-0.00403436
-84.2173,-0.00403436
-84.2173,-0.00403436
-84.2173,-0.00403436
-84.2174,-0.00403436
-84.2174,-0.00403436
-84.2174,-0.00403436
-84.2174,-0.00403436
-84.2174,-0.00403436
-84.2174,-0.00403437
-84.2175,-0.00403437
-84.2175,-0.00403437
-84.2175,-0.00403437
-84.2175,-0.00403437
-84.2175,-0.00403437
-84.2175,-0.00403437
-84.2175,-0.00403437
-84.2176,-0.00403437
-84.2176,-0.00403437
-84.2176,-0.00403437
-84.2176,-0.00403437
-84.2176,-0.00403437
-84.2176,-0.00403437
-84.2176,-0.00403437
-84.2177,-0.00403437
-84.2177,-0.00403437
-84.2177,-0.00403437
-84.2177,-0.00403437
-84.2177,-0.00403437
-84.2177,-0.00403437
-84.2177,-0.00403437
-84.2178,-0.00403437
-84.2178,-0.00403437
-84.2178,-0.00403437
-84.2178,-0.00403438
-84.2178,-0.00403438
-84.2178,-0.00403438
-84.2179,-0.00403438
-84.2179,-0.00403438
-84.2179,-0.00403438
-84.2179,-0.00403438
-84.2179,-0.00403438
-84.2179,-0.00403438
-84.2179,-0.00403438
-84.218,-0.00403438
-84.218,-0.00403438
-84.218,-0.00403438
-84.218,-0.00403438
-84.218,-0.00403438
-84.218,-0.00403438
-84.218,-0.00403438
-84.2181,-0.00403438
-84.2181,-0.00403438
-84.2181,-0.00403438
-84.2181,-0.00403438
-84.2181,-0.00403438
-84.2181,-0.00403438
-84.2181,-0.00403438
-84.2182,-0.00403438
-84.2182,-0.00403439
-84.2182,-0.00403439
-84.2182,-0.00403439
-84.2182,-0.00403439
-84.2182,-0.00403439
-84.2182,-0.00403439
-84.2183,-0.00403439
-84.2183,-0.00403439
-84.2183,-0.00403439
-84.2183,-0.00403439
-84.2183,-0.00403439
-84.2183,-0.00403439
-84.2184,-0.00403439
-84.2184,-0.00403439
-84.2184,-0.00403439
-84.2184,-0.00403439
-84.2184,-0.00403439
-84.2184,-0.00403439
-84.2184,-0.00403439
-84.2185,-0.00403439
-84.2185,-0.00403439
-84.2185,-0.00403439
-84.2185,-0.00403439
-84.2185,-0.00403439
-84.2185,-0.00403439
-84.2185,-0.00403439
-84.2186,-0.0040344
-84.2186,-0.0040344
-84.2186,-0.0040344
-84.2186,-0.0040344
-84.2186,-0.0040344
-84.2186,-0.0040344
-84.2186,-0.0040344
-84.2187,-0.0040344
-84.2187,-0.0040344
-84.2187,-0.0040344
-84.2187,-0.0040344
-84.2187,-0.0040344
-84.2187,-0.0040344
-84.2188,-0.0040344
-84.2188,-0.0040344
-84.2188,-0.0040344
-84.2188,-0.0040344
-84.2188,-0.0040344
-84.2188,-0.0040344
-84.2188,-0.0040344
-84.2189,-0.0040344
-84.2189,-0.0040344
-84.2189,-0.0040344
-84.2189,-0.0040344
-84.2189,-0.0040344
-84.2189,-0.00403441
-84.2189,-0.00403441
-84.219,-0.00403441
-84.219,-0.00403441
-84.219,-0.00403441
-84.219,-0.00403441
-84.219,-0.00403441
-84.219,-0.00403441
-84.219,-0.00403441
-84.2191,-0.00403441
-84.2191,-0.00403441
-84.2191,-0.00403441
-84.2191,-0.00403441
-84.2191,-0.00403441
-84.2191,-0.00403441
-84.2191,-0.00403441
-84.2192,-0.00403441
-84.2192,-0.00403441
-84.2192,-0.00403441
-84.2192,-0.00403441
-84.2192,-0.00403441
-84.2192,-0.00403441
-84.2193,-0.00403441
-84.2193,-0.00403441
-84.2193,-0.00403441
-84.2193,-0.00403442
-84.2193,-0.00403442
-84.2193,-0.00403442
-84.2193,-0.00403442
-84.2194,-0.00403442
-84.2194,-0.00403442
-84.2194,-0.00403442
-84.2194,-0.00403442
-84.2194,-0.00403442
-84.2194,-0.00403442
-84.2194,-0.00403442
-84.2195,-0.00403442
-84.2195,-0.00403442
-84.2195,-0.00403442
-84.2195,-0.00403442
-84.2195,-0.00403442
-84.2195,-0.00403442
-84.2195,-0.00403442
-84.2196,-0.00403442
-84.2196,-0.00403442
-84.2196,-0.00403442
-84.2196,-0.00403442
-84.2196,-0.00403442
-84.2196,-0.00403442
-84.2196,-0.00403442
-84.2197,-0.00403443
-84.2197,-0.00403443
-84.2197,-0.00403443
-84.2197,-0.00403443
-84.2197,-0.00403443
-84.2197,-0.00403443
-84.2197,-0.00403443
-84.2198,-0.00403443
-84.2198,-0.00403443
-84.2198,-0.00403443
-84.2198,-0.00403443
-84.2198,-0.00403443
-84.2198,-0.00403443
-84.2199,-0.00403443
-84.2199,-0.00403443
-84.2199,-0.00403443
-84.2199,-0.00403443
-84.2199,-0.00403443
-84.2199,-0.00403443
-84.2199,-0.00403443
-84.22,-0.00403443
-84.22,-0.00403443
-84.22,-0.00403443
-84.22,-0.00403443
-84.22,-0.00403443
-84.22,-0.00403444
-84.22,-0.00403444
-84.2201,-0.00403444
-84.2201,-0.00403444
-84.2201,-0.00403444
-84.2201,-0.00403444
-84.2201,-0.00403444
-84.2201,-0.00403444
-84.2201,-0.00403444
-84.2202,-0.00403444
-84.2202,-0.00403444
-84.2202,-0.00403444
-84.2202,-0.00403444
-84.2202,-0.00403444
-84.2202,-0.00403444
-84.2202,-0.00403444
-84.2203,-0.00403444
-84.2203,-0.00403444
-84.2203,-0.00403444
-84.2203,-0.00403444
-84.2203,-0.00403444
-84.2203,-0.00403444
-84.2204,-0.00403444
-84.2204,-0.00403444
-84.2204,-0.00403444
-84.2204,-0.00403445
-84.2204,-0.00403445
-84.2204,-0.00403445
-84.2204,-0.00403445
-84.2205,-0.00403445
-84.2205,-0.00403445
-84.2205,-0.00403445
-84.2205,-0.00403445
-84.2205,-0.00403445
-84.2205,-0.00403445
-84.2205,-0.00403445
-84.2206,-0.00403445
-84.2206,-0.00403445
-84.2206,-0.00403445
-84.2206,-0.00403445
-84.2206,-0.00403445
-84.2206,-0.00403445
-84.2206,-0.00403445
-84.2207,-0.00403445
-84.2207,-0.00403445
-84.2207,-0.00403445
-84.2207,-0.00403445
-84.2207,-0.00403445
-84.2207,-0.00403445
-84.2207,-0.00403445
-84.2208,-0.00403445
-84.2208,-0.00403446
-84.2208,-0.00403446
-84.2208,-0.00403446
-84.2208,-0.00403446
-84.2208,-0.00403446
-84.2208,-0.00403446
-84.2209,-0.00403446
-84.2209,-0.00403446
-84.2209,-0.00403446
-84.2209,-0.00403446
-84.2209,-0.00403446
-84.2209,-0.00403446
-84.221,-0.00403446
-84.221,-0.00403446
-84.221,-0.00403446
-84.221,-0.00403446
-84.221,-0.00403446
-84.221,-0.00403446
-84.221,-0.00403446
-84.2211,-0.00403446
-84.2211,-0.00403446
-84.2211,-0.00403446
-84.2211,-0.00403446
-84.2211,-0.00403446
-84.2211,-0.00403446
-84.2211,-0.00403447
-84.2212,-0.00403447
-84.2212,-0.00403447
-84.2212,-0.00403447
-84.2212,-0.00403447
-84.2212,-0.00403447
-84.2212,-0.00403447
-84.2212,-0.00403447
-84.2213,-0.00403447
-84.2213,-0.00403447
-84.2213,-0.00403447
