fast_sodium_current | i_Na (picoA_per_picoF),membrane | V (millivolt)
-3.25073e-06,-86.3736
-3.25073e-06,-86.3736
-3.25074e-06,-86.3736
-3.25074e-06,-86.3736
-3.25075e-06,-86.3736
-3.25075e-06,-86.3736
-3.25076e-06,-86.3736
-3.25076e-06,-86.3736
-3.25076e-06,-86.3736
-3.25077e-06,-86.3736
-3.25077e-06,-86.3736
-3.25078e-06,-86.3736
-3.25078e-06,-86.3736
-3.25079e-06,-86.3736
-3.25079e-06,-86.3736
-3.2508e-06,-86.3736
-3.2508e-06,-86.3736
-3.25081e-06,-86.3736
-3.25081e-06,-86.3736
-3.25082e-06,-86.3736
-3.25082e-06,-86.3736
-3.25083e-06,-86.3736
-3.25083e-06,-86.3736
-3.25084e-06,-86.3736
-3.25084e-06,-86.3736
-3.25085e-06,-86.3736
-3.25085e-06,-86.3736
-3.25086e-06,-86.3736
-3.25086e-06,-86.3736
-3.25087e-06,-86.3737
-3.25087e-06,-86.3737
-3.25088e-06,-86.3737
-3.25088e-06,-86.3737
-3.25089e-06,-86.3737
-3.25089e-06,-86.3737
-3.2509e-06,-86.3737
-3.2509e-06,-86.3737
-3.25091e-06,-86.3737
-3.25091e-06,-86.3737
-3.25092e-06,-86.3737
-3.25092e-06,-86.3737
-3.25093e-06,-86.3737
-3.25093e-06,-86.3737
-3.25094e-06,-86.3737
-3.25094e-06,-86.3737
-3.25095e-06,-86.3737
-3.25095e-06,-86.3737
-3.25096e-06,-86.3737
-3.25096e-06,-86.3737
-3.25097e-06,-86.3737
-3.25097e-06,-86.3737
-3.25098e-06,-86.3737
-3.25098e-06,-86.3737
-3.25099e-06,-86.3737
-3.25099e-06,-86.3737
-3.25099e-06,-86.3737
-3.251e-06,-86.3737
-3.251e-06,-86.3737
-3.25101e-06,-86.3737
-3.25101e-06,-86.3737
-3.25102e-06,-86.3737
-3.25102e-06,-86.3737
-3.25103e-06,-86.3737
-3.25103e-06,-86.3737
-3.25104e-06,-86.3737
-3.25104e-06,-86.3737
-3.25105e-06,-86.3737
-3.25105e-06,-86.3737
-3.25106e-06,-86.3737
-3.25106e-06,-86.3737
-3.25107e-06,-86.3737
-3.25107e-06,-86.3737
-3.25108e-06,-86.3737
-3.25108e-06,-86.3737
-3.25109e-06,-86.3737
-3.25109e-06,-86.3738
-3.2511e-06,-86.3738
-3.2511e-06,-86.3738
-3.25111e-06,-86.3738
-3.25111e-06,-86.3738
-3.25112e-06,-86.3738
-3.25112e-06,-86.3738
-3.25113e-06,-86.3738
-3.25113e-06,-86.3738
-3.25114e-06,-86.3738
-3.25114e-06,-86.3738
-3.25115e-06,-86.3738
-3.25115e-06,-86.3738
-3.25116e-06,-86.3738
-3.25116e-06,-86.3738
-3.25116e-06,-86.3738
-3.25117e-06,-86.3738
-3.25117e-06,-86.3738
-3.25118e-06,-86.3738
-3.25118e-06,-86.3738
-3.25119e-06,-86.3738
-3.25119e-06,-86.3738
-3.2512e-06,-86.3738
-3.2512e-06,-86.3738
-3.25121e-06,-86.3738
-3.25121e-06,-86.3738
-3.25122e-06,-86.3738
-3.25122e-06,-86.3738
-3.25123e-06,-86.3738
-3.25123e-06,-86.3738
-3.25124e-06,-86.3738
-3.25124e-06,-86.3738
-3.25125e-06,-86.3738
-3.25125e-06,-86.3738
-3.25126e-06,-86.3738
-3.25126e-06,-86.3738
-3.25127e-06,-86.3738
-3.25127e-06,-86.3738
-3.25128e-06,-86.3738
-3.25128e-06,-86.3738
-3.25129e-06,-86.3738
-3.25129e-06,-86.3738
-3.2513e-06,-86.3738
-3.2513e-06,-86.3738
-3.2513e-06,-86.3738
-3.25131e-06,-86.3738
-3.25131e-06,-86.3739
-3.25132e-06,-86.3739
-3.25132e-06,-86.3739
-3.25133e-06,-86.3739
-3.25133e-06,-86.3739
-3.25134e-06,-86.3739
-3.25134e-06,-86.3739
-3.25135e-06,-86.3739
-3.25135e-06,-86.3739
-3.25136e-06,-86.3739
-3.25136e-06,-86.3739
-3.25137e-06,-86.3739
-3.25137e-06,-86.3739
-3.25138e-06,-86.3739
-3.25138e-06,-86.3739
-3.25139e-06,-86.3739
-3.25139e-06,-86.3739
-3.2514e-06,-86.3739
-3.2514e-06,-86.3739
-3.25141e-06,-86.3739
-3.25141e-06,-86.3739
-3.25142e-06,-86.3739
-3.25142e-06,-86.3739
-3.25142e-06,-86.3739
-3.25143e-06,-86.3739
-3.25143e-06,-86.3739
-3.25144e-06,-86.3739
-3.25144e-06,-86.3739
-3.25145e-06,-86.3739
-3.25145e-06,-86.3739
-3.25146e-06,-86.3739
-3.25146e-06,-86.3739
-3.25147e-06,-86.3739
-3.25147e-06,-86.3739
-3.25148e-06,-86.3739
-3.25148e-06,-86.3739
-3.25149e-06,-86.3739
-3.25149e-06,-86.3739
-3.2515e-06,-86.3739
-3.2515e-06,-86.3739
-3.25151e-06,-86.3739
-3.25151e-06,-86.3739
-3.25152e-06,-86.3739
-3.25152e-06,-86.3739
-3.25153e-06,-86.3739
-3.25153e-06,-86.3739
-3.25153e-06,-86.374
-3.25154e-06,-86.374
-3.25154e-06,-86.374
-3.25155e-06,-86.374
-3.25155e-06,-86.374
-3.25156e-06,-86.374
-3.25156e-06,-86.374
-3.25157e-06,-86.374
-3.25157e-06,-86.374
-3.25158e-06,-86.374
-3.25158e-06,-86.374
-3.25159e-06,-86.374
-3.25159e-06,-86.374
-3.2516e-06,-86.374
-3.2516e-06,-86.374
-3.25161e-06,-86.374
-3.25161e-06,-86.374
-3.25162e-06,-86.374
-3.25162e-06,-86.374
-3.25163e-06,-86.374
-3.25163e-06,-86.374
-3.25163e-06,-86.374
-3.25164e-06,-86.374
-3.25164e-06,-86.374
-3.25165e-06,-86.374
-3.25165e-06,-86.374
-3.25166e-06,-86.374
-3.25166e-06,-86.374
-3.25167e-06,-86.374
-3.25167e-06,-86.374
-3.25168e-06,-86.374
-3.25168e-06,-86.374
-3.25169e-06,-86.374
-3.25169e-06,-86.374
-3.2517e-06,-86.374
-3.2517e-06,-86.374
-3.25171e-06,-86.374
-3.25171e-06,-86.374
-3.25172e-06,-86.374
-3.25172e-06,-86.374
-3.25172e-06,-86.374
-3.25173e-06,-86.374
-3.25173e-06,-86.374
-3.25174e-06,-86.374
-3.25174e-06,-86.374
-3.25175e-06,-86.374
-3.25175e-06,-86.374
-3.25176e-06,-86.3741
-3.25176e-06,-86.3741
-3.25177e-06,-86.3741
-3.25177e-06,-86.3741
-3.25178e-06,-86.3741
-3.25178e-06,-86.3741
-3.25179e-06,-86.3741
-3.25179e-06,-86.3741
-3.2518e-06,-86.3741
-3.2518e-06,-86.3741
-3.2518e-06,-86.3741
-3.25181e-06,-86.3741
-3.25181e-06,-86.3741
-3.25182e-06,-86.3741
-3.25182e-06,-86.3741
-3.25183e-06,-86.3741
-3.25183e-06,-86.3741
-3.25184e-06,-86.3741
-3.25184e-06,-86.3741
-3.25185e-06,-86.3741
-3.25185e-06,-86.3741
-3.25186e-06,-86.3741
-3.25186e-06,-86.3741
-3.25187e-06,-86.3741
-3.25187e-06,-86.3741
-3.25188e-06,-86.3741
-3.25188e-06,-86.3741
-3.25188e-06,-86.3741
-3.25189e-06,-86.3741
-3.25189e-06,-86.3741
-3.2519e-06,-86.3741
-3.2519e-06,-86.3741
-3.25191e-06,-86.3741
-3.25191e-06,-86.3741
-3.25192e-06,-86.3741
-3.25192e-06,-86.3741
-3.25193e-06,-86.3741
-3.25193e-06,-86.3741
-3.25194e-06,-86.3741
-3.25194e-06,-86.3741
-3.25195e-06,-86.3741
-3.25195e-06,-86.3741
-3.25196e-06,-86.3741
-3.25196e-06,-86.3741
-3.25196e-06,-86.3741
-3.25197e-06,-86.3741
-3.25197e-06,-86.3742
-3.25198e-06,-86.3742
-3.25198e-06,-86.3742
-3.25199e-06,-86.3742
-3.25199e-06,-86.3742
-3.252e-06,-86.3742
-3.252e-06,-86.3742
-3.25201e-06,-86.3742
-3.25201e-06,-86.3742
-3.25202e-06,-86.3742
-3.25202e-06,-86.3742
-3.25203e-06,-86.3742
-3.25203e-06,-86.3742
-3.25203e-06,-86.3742
-3.25204e-06,-86.3742
-3.25204e-06,-86.3742
-3.25205e-06,-86.3742
-3.25205e-06,-86.3742
-3.25206e-06,-86.3742
-3.25206e-06,-86.3742
-3.25207e-06,-86.3742
-3.25207e-06,-86.3742
-3.25208e-06,-86.3742
-3.25208e-06,-86.3742
-3.25209e-06,-86.3742
-3.25209e-06,-86.3742
-3.2521e-06,-86.3742
-3.2521e-06,-86.3742
-3.2521e-06,-86.3742
-3.25211e-06,-86.3742
-3.25211e-06,-86.3742
-3.25212e-06,-86.3742
-3.25212e-06,-86.3742
-3.25213e-06,-86.3742
-3.25213e-06,-86.3742
-3.25214e-06,-86.3742
-3.25214e-06,-86.3742
-3.25215e-06,-86.3742
-3.25215e-06,-86.3742
-3.25216e-06,-86.3742
-3.25216e-06,-86.3742
-3.25217e-06,-86.3742
-3.25217e-06,-86.3742
-3.25217e-06,-86.3742
-3.25218e-06,-86.3742
-3.25218e-06,-86.3742
-3.25219e-06,-86.3742
-3.25219e-06,-86.3743
-3.2522e-06,-86.3743
-3.2522e-06,-86.3743
-3.25221e-06,-86.3743
-3.25221e-06,-86.3743
-3.25222e-06,-86.3743
-3.25222e-06,-86.3743
-3.25223e-06,-86.3743
-3.25223e-06,-86.3743
-3.25223e-06,-86.3743
-3.25224e-06,-86.3743
-3.25224e-06,-86.3743
-3.25225e-06,-86.3743
-3.25225e-06,-86.3743
-3.25226e-06,-86.3743
-3.25226e-06,-86.3743
-3.25227e-06,-86.3743
-3.25227e-06,-86.3743
-3.25228e-06,-86.3743
-3.25228e-06,-86.3743
-3.25229e-06,-86.3743
-3.25229e-06,-86.3743
-3.25229e-06,-86.3743
-3.2523e-06,-86.3743
-3.2523e-06,-86.3743
-3.25231e-06,-86.3743
-3.25231e-06,-86.3743
-3.25232e-06,-86.3743
-3.25232e-06,-86.3743
-3.25233e-06,-86.3743
-3.25233e-06,-86.3743
-3.25234e-06,-86.3743
-3.25234e-06,-86.3743
-3.25235e-06,-86.3743
-3.25235e-06,-86.3743
-3.25235e-06,-86.3743
-3.25236e-06,-86.3743
-3.25236e-06,-86.3743
-3.25237e-06,-86.3743
-3.25237e-06,-86.3743
-3.25238e-06,-86.3743
-3.25238e-06,-86.3743
-3.25239e-06,-86.3743
-3.25239e-06,-86.3743
-3.2524e-06,-86.3743
-3.2524e-06,-86.3743
-3.25241e-06,-86.3743
-3.25241e-06,-86.3744
-3.25241e-06,-86.3744
-3.25242e-06,-86.3744
-3.25242e-06,-86.3744
-3.25243e-06,-86.3744
-3.25243e-06,-86.3744
-3.25244e-06,-86.3744
-3.25244e-06,-86.3744
-3.25245e-06,-86.3744
-3.25245e-06,-86.3744
-3.25246e-06,-86.3744
-3.25246e-06,-86.3744
-3.25247e-06,-86.3744
-3.25247e-06,-86.3744
-3.25247e-06,-86.3744
-3.25248e-06,-86.3744
-3.25248e-06,-86.3744
-3.25249e-06,-86.3744
-3.25249e-06,-86.3744
-3.2525e-06,-86.3744
-3.2525e-06,-86.3744
-3.25251e-06,-86.3744
-3.25251e-06,-86.3744
-3.25252e-06,-86.3744
-3.25252e-06,-86.3744
-3.25252e-06,-86.3744
-3.25253e-06,-86.3744
-3.25253e-06,-86.3744
-3.25254e-06,-86.3744
-3.25254e-06,-86.3744
-3.25255e-06,-86.3744
-3.25255e-06,-86.3744
-3.25256e-06,-86.3744
-3.25256e-06,-86.3744
-3.25257e-06,-86.3744
-3.25257e-06,-86.3744
-3.25257e-06,-86.3744
-3.25258e-06,-86.3744
-3.25258e-06,-86.3744
-3.25259e-06,-86.3744
-3.25259e-06,-86.3744
-3.2526e-06,-86.3744
-3.2526e-06,-86.3744
-3.25261e-06,-86.3744
-3.25261e-06,-86.3744
-3.25262e-06,-86.3744
-3.25262e-06,-86.3744
-3.25262e-06,-86.3745
-3.25263e-06,-86.3745
-3.25263e-06,-86.3745
-3.25264e-06,-86.3745
-3.25264e-06,-86.3745
-3.25265e-06,-86.3745
-3.25265e-06,-86.3745
-3.25266e-06,-86.3745
-3.25266e-06,-86.3745
-3.25267e-06,-86.3745
-3.25267e-06,-86.3745
-3.25267e-06,-86.3745
-3.25268e-06,-86.3745
-3.25268e-06,-86.3745
-3.25269e-06,-86.3745
-3.25269e-06,-86.3745
-3.2527e-06,-86.3745
-3.2527e-06,-86.3745
-3.25271e-06,-86.3745
-3.25271e-06,-86.3745
-3.25272e-06,-86.3745
-3.25272e-06,-86.3745
-3.25272e-06,-86.3745
-3.25273e-06,-86.3745
-3.25273e-06,-86.3745
-3.25274e-06,-86.3745
-3.25274e-06,-86.3745
-3.25275e-06,-86.3745
-3.25275e-06,-86.3745
-3.25276e-06,-86.3745
-3.25276e-06,-86.3745
-3.25277e-06,-86.3745
-3.25277e-06,-86.3745
-3.25277e-06,-86.3745
-3.25278e-06,-86.3745
-3.25278e-06,-86.3745
-3.25279e-06,-86.3745
-3.25279e-06,-86.3745
-3.2528e-06,-86.3745
-3.2528e-06,-86.3745
-3.25281e-06,-86.3745
-3.25281e-06,-86.3745
-3.25282e-06,-86.3745
-3.25282e-06,-86.3745
-3.25282e-06,-86.3745
-3.25283e-06,-86.3745
-3.25283e-06,-86.3745
-3.25284e-06,-86.3745
-3.25284e-06,-86.3746
-3.25285e-06,-86.3746
-3.25285e-06,-86.3746
-3.25286e-06,-86.3746
-3.25286e-06,-86.3746
-3.25287e-06,-86.3746
-3.25287e-06,-86.3746
-3.25287e-06,-86.3746
-3.25288e-06,-86.3746
-3.25288e-06,-86.3746
-3.25289e-06,-86.3746
-3.25289e-06,-86.3746
-3.2529e-06,-86.3746
-3.2529e-06,-86.3746
-3.25291e-06,-86.3746
-3.25291e-06,-86.3746
-3.25291e-06,-86.3746
-3.25292e-06,-86.3746
-3.25292e-06,-86.3746
-3.25293e-06,-86.3746
-3.25293e-06,-86.3746
-3.25294e-06,-86.3746
-3.25294e-06,-86.3746
-3.25295e-06,-86.3746
-3.25295e-06,-86.3746
-3.25295e-06,-86.3746
-3.25296e-06,-86.3746
-3.25296e-06,-86.3746
-3.25297e-06,-86.3746
-3.25297e-06,-86.3746
-3.25298e-06,-86.3746
-3.25298e-06,-86.3746
-3.25299e-06,-86.3746
-3.25299e-06,-86.3746
-3.253e-06,-86.3746
-3.253e-06,-86.3746
-3.253e-06,-86.3746
-3.25301e-06,-86.3746
-3.25301e-06,-86.3746
-3.25302e-06,-86.3746
-3.25302e-06,-86.3746
-3.25303e-06,-86.3746
-3.25303e-06,-86.3746
-3.25304e-06,-86.3746
-3.25304e-06,-86.3746
-3.25304e-06,-86.3746
-3.25305e-06,-86.3746
-3.25305e-06,-86.3747
-3.25306e-06,-86.3747
-3.25306e-06,-86.3747
-3.25307e-06,-86.3747
-3.25307e-06,-86.3747
-3.25308e-06,-86.3747
-3.25308e-06,-86.3747
-3.25308e-06,-86.3747
-3.25309e-06,-86.3747
-3.25309e-06,-86.3747
-3.2531e-06,-86.3747
-3.2531e-06,-86.3747
-3.25311e-06,-86.3747
-3.25311e-06,-86.3747
-3.25312e-06,-86.3747
-3.25312e-06,-86.3747
-3.25312e-06,-86.3747
-3.25313e-06,-86.3747
-3.25313e-06,-86.3747
-3.25314e-06,-86.3747
-3.25314e-06,-86.3747
-3.25315e-06,-86.3747
-3.25315e-06,-86.3747
-3.25316e-06,-86.3747
-3.25316e-06,-86.3747
-3.25316e-06,-86.3747
-3.25317e-06,-86.3747
-3.25317e-06,-86.3747
-3.25318e-06,-86.3747
-3.25318e-06,-86.3747
-3.25319e-06,-86.3747
-3.25319e-06,-86.3747
-3.2532e-06,-86.3747
-3.2532e-06,-86.3747
-3.2532e-06,-86.3747
-3.25321e-06,-86.3747
-3.25321e-06,-86.3747
-3.25322e-06,-86.3747
-3.25322e-06,-86.3747
-3.25323e-06,-86.3747
-3.25323e-06,-86.3747
-3.25324e-06,-86.3747
-3.25324e-06,-86.3747
-3.25324e-06,-86.3747
-3.25325e-06,-86.3747
-3.25325e-06,-86.3747
-3.25326e-06,-86.3747
-3.25326e-06,-86.3747
-3.25327e-06,-86.3748
-3.25327e-06,-86.3748
-3.25328e-06,-86.3748
-3.25328e-06,-86.3748
-3.25328e-06,-86.3748
-3.25329e-06,-86.3748
-3.25329e-06,-86.3748
-3.2533e-06,-86.3748
-3.2533e-06,-86.3748
-3.25331e-06,-86.3748
-3.25331e-06,-86.3748
-3.25332e-06,-86.3748
-3.25332e-06,-86.3748
-3.25332e-06,-86.3748
-3.25333e-06,-86.3748
-3.25333e-06,-86.3748
-3.25334e-06,-86.3748
-3.25334e-06,-86.3748
-3.25335e-06,-86.3748
-3.25335e-06,-86.3748
-3.25336e-06,-86.3748
-3.25336e-06,-86.3748
-3.25336e-06,-86.3748
-3.25337e-06,-86.3748
-3.25337e-06,-86.3748
-3.25338e-06,-86.3748
-3.25338e-06,-86.3748
-3.25339e-06,-86.3748
-3.25339e-06,-86.3748
-3.25339e-06,-86.3748
-3.2534e-06,-86.3748
-3.2534e-06,-86.3748
-3.25341e-06,-86.3748
-3.25341e-06,-86.3748
-3.25342e-06,-86.3748
-3.25342e-06,-86.3748
-3.25343e-06,-86.3748
-3.25343e-06,-86.3748
-3.25343e-06,-86.3748
-3.25344e-06,-86.3748
-3.25344e-06,-86.3748
-3.25345e-06,-86.3748
-3.25345e-06,-86.3748
-3.25346e-06,-86.3748
-3.25346e-06,-86.3748
-3.25347e-06,-86.3748
-3.25347e-06,-86.3748
-3.25347e-06,-86.3748
-3.25348e-06,-86.3749
-3.25348e-06,-86.3749
-3.25349e-06,-86.3749
-3.25349e-06,-86.3749
-3.2535e-06,-86.3749
-3.2535e-06,-86.3749
-3.2535e-06,-86.3749
-3.25351e-06,-86.3749
-3.25351e-06,-86.3749
-3.25352e-06,-86.3749
-3.25352e-06,-86.3749
-3.25353e-06,-86.3749
-3.25353e-06,-86.3749
-3.25354e-06,-86.3749
-3.25354e-06,-86.3749
-3.25354e-06,-86.3749
-3.25355e-06,-86.3749
-3.25355e-06,-86.3749
-3.25356e-06,-86.3749
-3.25356e-06,-86.3749
-3.25357e-06,-86.3749
-3.25357e-06,-86.3749
-3.25357e-06,-86.3749
-3.25358e-06,-86.3749
-3.25358e-06,-86.3749
-3.25359e-06,-86.3749
-3.25359e-06,-86.3749
-3.2536e-06,-86.3749
-3.2536e-06,-86.3749
-3.25361e-06,-86.3749
-3.25361e-06,-86.3749
-3.25361e-06,-86.3749
-3.25362e-06,-86.3749
-3.25362e-06,-86.3749
-3.25363e-06,-86.3749
-3.25363e-06,-86.3749
-3.25364e-06,-86.3749
-3.25364e-06,-86.3749
-3.25364e-06,-86.3749
-3.25365e-06,-86.3749
-3.25365e-06,-86.3749
-3.25366e-06,-86.3749
-3.25366e-06,-86.3749
-3.25367e-06,-86.3749
-3.25367e-06,-86.3749
-3.25367e-06,-86.3749
-3.25368e-06,-86.3749
-3.25368e-06,-86.3749
-3.25369e-06,-86.375
-3.25369e-06,-86.375
-3.2537e-06,-86.375
-3.2537e-06,-86.375
-3.25371e-06,-86.375
-3.25371e-06,-86.375
-3.25371e-06,-86.375
-3.25372e-06,-86.375
-3.25372e-06,-86.375
-3.25373e-06,-86.375
-3.25373e-06,-86.375
-3.25374e-06,-86.375
-3.25374e-06,-86.375
-3.25374e-06,-86.375
-3.25375e-06,-86.375
-3.25375e-06,-86.375
-3.25376e-06,-86.375
-3.25376e-06,-86.375
-3.25377e-06,-86.375
-3.25377e-06,-86.375
-3.25377e-06,-86.375
-3.25378e-06,-86.375
-3.25378e-06,-86.375
-3.25379e-06,-86.375
-3.25379e-06,-86.375
-3.2538e-06,-86.375
-3.2538e-06,-86.375
-3.2538e-06,-86.375
-3.25381e-06,-86.375
-3.25381e-06,-86.375
-3.25382e-06,-86.375
-3.25382e-06,-86.375
-3.25383e-06,-86.375
-3.25383e-06,-86.375
-3.25384e-06,-86.375
-3.25384e-06,-86.375
-3.25384e-06,-86.375
-3.25385e-06,-86.375
-3.25385e-06,-86.375
-3.25386e-06,-86.375
-3.25386e-06,-86.375
-3.25387e-06,-86.375
-3.25387e-06,-86.375
-3.25387e-06,-86.375
-3.25388e-06,-86.375
-3.25388e-06,-86.375
-3.25389e-06,-86.375
-3.25389e-06,-86.375
-3.2539e-06,-86.3751
-3.2539e-06,-86.3751
-3.2539e-06,-86.3751
-3.25391e-06,-86.3751
-3.25391e-06,-86.3751
-3.25392e-06,-86.3751
-3.25392e-06,-86.3751
-3.25393e-06,-86.3751
-3.25393e-06,-86.3751
-3.25393e-06,-86.3751
-3.25394e-06,-86.3751
-3.25394e-06,-86.3751
-3.25395e-06,-86.3751
-3.25395e-06,-86.3751
-3.25396e-06,-86.3751
-3.25396e-06,-86.3751
-3.25396e-06,-86.3751
-3.25397e-06,-86.3751
-3.25397e-06,-86.3751
-3.25398e-06,-86.3751
-3.25398e-06,-86.3751
-3.25399e-06,-86.3751
-3.25399e-06,-86.3751
-3.25399e-06,-86.3751
-3.254e-06,-86.3751
-3.254e-06,-86.3751
-3.25401e-06,-86.3751
-3.25401e-06,-86.3751
-3.25402e-06,-86.3751
-3.25402e-06,-86.3751
-3.25402e-06,-86.3751
-3.25403e-06,-86.3751
-3.25403e-06,-86.3751
-3.25404e-06,-86.3751
-3.25404e-06,-86.3751
-3.25405e-06,-86.3751
-3.25405e-06,-86.3751
-3.25405e-06,-86.3751
-3.25406e-06,-86.3751
-3.25406e-06,-86.3751
-3.25407e-06,-86.3751
-3.25407e-06,-86.3751
-3.25408e-06,-86.3751
-3.25408e-06,-86.3751
-3.25408e-06,-86.3751
-3.25409e-06,-86.3751
-3.25409e-06,-86.3751
-3.2541e-06,-86.3751
-3.2541e-06,-86.3751
-3.25411e-06,-86.3752
-3.25411e-06,-86.3752
-3.25411e-06,-86.3752
-3.25412e-06,-86.3752
-3.25412e-06,-86.3752
-3.25413e-06,-86.3752
-3.25413e-06,-86.3752
-3.25414e-06,-86.3752
-3.25414e-06,-86.3752
-3.25414e-06,-86.3752
-3.25415e-06,-86.3752
-3.25415e-06,-86.3752
-3.25416e-06,-86.3752
-3.25416e-06,-86.3752
-3.25416e-06,-86.3752
-3.25417e-06,-86.3752
-3.25417e-06,-86.3752
-3.25418e-06,-86.3752
-3.25418e-06,-86.3752
-3.25419e-06,-86.3752
-3.25419e-06,-86.3752
-3.25419e-06,-86.3752
-3.2542e-06,-86.3752
-3.2542e-06,-86.3752
-3.25421e-06,-86.3752
-3.25421e-06,-86.3752
-3.25422e-06,-86.3752
-3.25422e-06,-86.3752
-3.25422e-06,-86.3752
-3.25423e-06,-86.3752
-3.25423e-06,-86.3752
-3.25424e-06,-86.3752
-3.25424e-06,-86.3752
-3.25425e-06,-86.3752
-3.25425e-06,-86.3752
-3.25425e-06,-86.3752
-3.25426e-06,-86.3752
-3.25426e-06,-86.3752
-3.25427e-06,-86.3752
-3.25427e-06,-86.3752
-3.25428e-06,-86.3752
-3.25428e-06,-86.3752
-3.25428e-06,-86.3752
-3.25429e-06,-86.3752
-3.25429e-06,-86.3752
-3.2543e-06,-86.3752
-3.2543e-06,-86.3752
-3.2543e-06,-86.3752
-3.25431e-06,-86.3752
-3.25431e-06,-86.3753
-3.25432e-06,-86.3753
-3.25432e-06,-86.3753
-3.25433e-06,-86.3753
-3.25433e-06,-86.3753
-3.25433e-06,-86.3753
-3.25434e-06,-86.3753
-3.25434e-06,-86.3753
-3.25435e-06,-86.3753
-3.25435e-06,-86.3753
-3.25436e-06,-86.3753
-3.25436e-06,-86.3753
-3.25436e-06,-86.3753
-3.25437e-06,-86.3753
-3.25437e-06,-86.3753
-3.25438e-06,-86.3753
-3.25438e-06,-86.3753
-3.25438e-06,-86.3753
-3.25439e-06,-86.3753
-3.25439e-06,-86.3753
-3.2544e-06,-86.3753
-3.2544e-06,-86.3753
-3.25441e-06,-86.3753
-3.25441e-06,-86.3753
-3.25441e-06,-86.3753
-3.25442e-06,-86.3753
-3.25442e-06,-86.3753
-3.25443e-06,-86.3753
-3.25443e-06,-86.3753
-3.25444e-06,-86.3753
-3.25444e-06,-86.3753
-3.25444e-06,-86.3753
-3.25445e-06,-86.3753
-3.25445e-06,-86.3753
-3.25446e-06,-86.3753
-3.25446e-06,-86.3753
-3.25446e-06,-86.3753
-3.25447e-06,-86.3753
-3.25447e-06,-86.3753
-3.25448e-06,-86.3753
-3.25448e-06,-86.3753
-3.25449e-06,-86.3753
-3.25449e-06,-86.3753
-3.25449e-06,-86.3753
-3.2545e-06,-86.3753
-3.2545e-06,-86.3753
-3.25451e-06,-86.3753
-3.25451e-06,-86.3753
-3.25451e-06,-86.3754
-3.25452e-06,-86.3754
-3.25452e-06,-86.3754
-3.25453e-06,-86.3754
-3.25453e-06,-86.3754
-3.25454e-06,-86.3754
-3.25454e-06,-86.3754
-3.25454e-06,-86.3754
-3.25455e-06,-86.3754
-3.25455e-06,-86.3754
-3.25456e-06,-86.3754
-3.25456e-06,-86.3754
-3.25456e-06,-86.3754
-3.25457e-06,-86.3754
-3.25457e-06,-86.3754
-3.25458e-06,-86.3754
-3.25458e-06,-86.3754
-3.25459e-06,-86.3754
-3.25459e-06,-86.3754
-3.25459e-06,-86.3754
-3.2546e-06,-86.3754
-3.2546e-06,-86.3754
-3.25461e-06,-86.3754
-3.25461e-06,-86.3754
-3.25461e-06,-86.3754
-3.25462e-06,-86.3754
-3.25462e-06,-86.3754
-3.25463e-06,-86.3754
-3.25463e-06,-86.3754
-3.25464e-06,-86.3754
-3.25464e-06,-86.3754
-3.25464e-06,-86.3754
-3.25465e-06,-86.3754
-3.25465e-06,-86.3754
-3.25466e-06,-86.3754
-3.25466e-06,-86.3754
-3.25466e-06,-86.3754
-3.25467e-06,-86.3754
-3.25467e-06,-86.3754
-3.25468e-06,-86.3754
-3.25468e-06,-86.3754
-3.25469e-06,-86.3754
-3.25469e-06,-86.3754
-3.25469e-06,-86.3754
-3.2547e-06,-86.3754
-3.2547e-06,-86.3754
-3.25471e-06,-86.3754
-3.25471e-06,-86.3754
-3.25471e-06,-86.3754
-3.25472e-06,-86.3755
-3.25472e-06,-86.3755
-3.25473e-06,-86.3755
-3.25473e-06,-86.3755
-3.25473e-06,-86.3755
-3.25474e-06,-86.3755
-3.25474e-06,-86.3755
-3.25475e-06,-86.3755
-3.25475e-06,-86.3755
-3.25476e-06,-86.3755
-3.25476e-06,-86.3755
-3.25476e-06,-86.3755
-3.25477e-06,-86.3755
-3.25477e-06,-86.3755
-3.25478e-06,-86.3755
-3.25478e-06,-86.3755
-3.25478e-06,-86.3755
-3.25479e-06,-86.3755
-3.25479e-06,-86.3755
-3.2548e-06,-86.3755
-3.2548e-06,-86.3755
-3.2548e-06,-86.3755
-3.25481e-06,-86.3755
-3.25481e-06,-86.3755
-3.25482e-06,-86.3755
-3.25482e-06,-86.3755
-3.25483e-06,-86.3755
-3.25483e-06,-86.3755
-3.25483e-06,-86.3755
-3.25484e-06,-86.3755
-3.25484e-06,-86.3755
-3.25485e-06,-86.3755
-3.25485e-06,-86.3755
-3.25485e-06,-86.3755
-3.25486e-06,-86.3755
-3.25486e-06,-86.3755
-3.25487e-06,-86.3755
-3.25487e-06,-86.3755
-3.25487e-06,-86.3755
-3.25488e-06,-86.3755
-3.25488e-06,-86.3755
-3.25489e-06,-86.3755
-3.25489e-06,-86.3755
-3.2549e-06,-86.3755
-3.2549e-06,-86.3755
-3.2549e-06,-86.3755
-3.25491e-06,-86.3755
-3.25491e-06,-86.3755
-3.25492e-06,-86.3755
-3.25492e-06,-86.3755
-3.25492e-06,-86.3756
-3.25493e-06,-86.3756
-3.25493e-06,-86.3756
-3.25494e-06,-86.3756
