environment | time (second),Concentrations | C_ext_H (mM),Concentrations | C_ext_Na (mM),Concentrations | C_ext_Na' (mM/second),Concentrations | C_ext_NH4 (mM),Concentrations | C_int_H (mM),Concentrations | C_int_Na (mM),Concentrations | C_int_NH4 (mM),NHE3 | alpha_ext_Na (dimensionless),NHE3 | alpha_int_Na (dimensionless),NHE3 | beta_ext_H (dimensionless),NHE3 | beta_int_H (dimensionless),NHE3 | gamma_ext_NH4 (dimensionless),NHE3 | gamma_int_NH4 (dimensionless),NHE3 | J_NHE3_H (nmol_per_s_per_cm2),NHE3 | J_NHE3_Na (nmol_per_s_per_cm2),NHE3 | J_NHE3_NH4 (nmol_per_s_per_cm2),NHE3 | sum_NHE3 (nmol_per_s_per_cm2),NHE3 | XTxP_NHE3_H (nmol_per_s_per_cm2),NHE3 | XTxP_NHE3_Na (nmol_per_s_per_cm2),NHE3 | XTxP_NHE3_NH4 (nmol_per_s_per_cm2),NHE3_Parameters | K_NHE3_H (mM),NHE3_Parameters | K_NHE3_Na (mM),NHE3_Parameters | K_NHE3_NH4 (mM),NHE3_Parameters | XTxP0_NHE3_H (nmol_per_s_per_cm2),NHE3_Parameters | XTxP0_NHE3_Na (nmol_per_s_per_cm2),NHE3_Parameters | XTxP0_NHE3_NH4 (nmol_per_s_per_cm2),,,,,,NHE3 | C_ext_Na (mM),NHE3 | C_int_Na (mM)
0.487,0.0495,144.87,10,0.2,0.001,19.6,0.23,4.829,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.53E-05,-8.50E-07,21.1959,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,144.87,19.6
0.488,0.0495,144.88,10,0.2,0.001,19.6,0.23,4.82933,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.53E-05,-8.50E-07,21.1959,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,144.88,19.6
0.489,0.0495,144.89,10,0.2,0.001,19.6,0.23,4.82967,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1959,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,144.89,19.6
0.49,0.0495,144.9,10,0.2,0.001,19.6,0.23,4.83,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1959,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,144.9,19.6
0.491,0.0495,144.91,10,0.2,0.001,19.6,0.23,4.83033,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.196,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,144.91,19.6
0.492,0.0495,144.92,10,0.2,0.001,19.6,0.23,4.83067,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.196,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,144.92,19.6
0.493,0.0495,144.93,10,0.2,0.001,19.6,0.23,4.831,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.196,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,144.93,19.6
0.494,0.0495,144.94,10,0.2,0.001,19.6,0.23,4.83133,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.196,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,144.94,19.6
0.495,0.0495,144.95,10,0.2,0.001,19.6,0.23,4.83167,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1961,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,144.95,19.6
0.496,0.0495,144.96,10,0.2,0.001,19.6,0.23,4.832,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1961,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,144.96,19.6
0.497,0.0495,144.97,10,0.2,0.001,19.6,0.23,4.83233,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1961,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,144.97,19.6
0.498,0.0495,144.98,10,0.2,0.001,19.6,0.23,4.83267,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1961,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,144.98,19.6
0.499,0.0495,144.99,10,0.2,0.001,19.6,0.23,4.833,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1961,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,144.99,19.6
0.5,0.0495,145,10,0.2,0.001,19.6,0.23,4.83333,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1962,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145,19.6
0.501,0.0495,145.01,10,0.2,0.001,19.6,0.23,4.83367,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1962,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.01,19.6
0.502,0.0495,145.02,10,0.2,0.001,19.6,0.23,4.834,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1962,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.02,19.6
0.503,0.0495,145.03,10,0.2,0.001,19.6,0.23,4.83433,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1962,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.03,19.6
0.504,0.0495,145.04,10,0.2,0.001,19.6,0.23,4.83467,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1963,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.04,19.6
0.505,0.0495,145.05,10,0.2,0.001,19.6,0.23,4.835,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1963,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.05,19.6
0.506,0.0495,145.06,10,0.2,0.001,19.6,0.23,4.83533,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1963,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.06,19.6
0.507,0.0495,145.07,10,0.2,0.001,19.6,0.23,4.83567,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1963,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.07,19.6
0.508,0.0495,145.08,10,0.2,0.001,19.6,0.23,4.836,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1963,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.08,19.6
0.509,0.0495,145.09,10,0.2,0.001,19.6,0.23,4.83633,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1964,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.09,19.6
0.51,0.0495,145.1,10,0.2,0.001,19.6,0.23,4.83667,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1964,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.1,19.6
0.511,0.0495,145.11,10,0.2,0.001,19.6,0.23,4.837,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1964,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.11,19.6
0.512,0.0495,145.12,10,0.2,0.001,19.6,0.23,4.83733,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1964,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.12,19.6
0.513,0.0495,145.13,10,0.2,0.001,19.6,0.23,4.83767,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1964,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.13,19.6
0.514,0.0495,145.14,10,0.2,0.001,19.6,0.23,4.838,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1965,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.14,19.6
0.515,0.0495,145.15,10,0.2,0.001,19.6,0.23,4.83833,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1965,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.15,19.6
0.516,0.0495,145.16,10,0.2,0.001,19.6,0.23,4.83867,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1965,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.16,19.6
0.517,0.0495,145.17,10,0.2,0.001,19.6,0.23,4.839,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1965,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.17,19.6
0.518,0.0495,145.18,10,0.2,0.001,19.6,0.23,4.83933,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1966,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.18,19.6
0.519,0.0495,145.19,10,0.2,0.001,19.6,0.23,4.83967,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1966,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.19,19.6
0.52,0.0495,145.2,10,0.2,0.001,19.6,0.23,4.84,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1966,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.2,19.6
0.521,0.0495,145.21,10,0.2,0.001,19.6,0.23,4.84033,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1966,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.21,19.6
0.522,0.0495,145.22,10,0.2,0.001,19.6,0.23,4.84067,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1966,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.22,19.6
0.523,0.0495,145.23,10,0.2,0.001,19.6,0.23,4.841,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1967,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.23,19.6
0.524,0.0495,145.24,10,0.2,0.001,19.6,0.23,4.84133,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1967,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.24,19.6
0.525,0.0495,145.25,10,0.2,0.001,19.6,0.23,4.84167,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1967,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.25,19.6
0.526,0.0495,145.26,10,0.2,0.001,19.6,0.23,4.842,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1967,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.26,19.6
0.527,0.0495,145.27,10,0.2,0.001,19.6,0.23,4.84233,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1968,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.27,19.6
0.528,0.0495,145.28,10,0.2,0.001,19.6,0.23,4.84267,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1968,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.28,19.6
0.529,0.0495,145.29,10,0.2,0.001,19.6,0.23,4.843,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1968,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.29,19.6
0.53,0.0495,145.3,10,0.2,0.001,19.6,0.23,4.84333,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1968,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.3,19.6
0.531,0.0495,145.31,10,0.2,0.001,19.6,0.23,4.84367,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1968,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.31,19.6
0.532,0.0495,145.32,10,0.2,0.001,19.6,0.23,4.844,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1969,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.32,19.6
0.533,0.0495,145.33,10,0.2,0.001,19.6,0.23,4.84433,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1969,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.33,19.6
0.534,0.0495,145.34,10,0.2,0.001,19.6,0.23,4.84467,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1969,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.34,19.6
0.535,0.0495,145.35,10,0.2,0.001,19.6,0.23,4.845,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1969,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.35,19.6
0.536,0.0495,145.36,10,0.2,0.001,19.6,0.23,4.84533,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1969,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.36,19.6
0.537,0.0495,145.37,10,0.2,0.001,19.6,0.23,4.84567,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.197,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.37,19.6
0.538,0.0495,145.38,10,0.2,0.001,19.6,0.23,4.846,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.197,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.38,19.6
0.539,0.0495,145.39,10,0.2,0.001,19.6,0.23,4.84633,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.197,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.39,19.6
0.54,0.0495,145.4,10,0.2,0.001,19.6,0.23,4.84667,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.197,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.4,19.6
0.541,0.0495,145.41,10,0.2,0.001,19.6,0.23,4.847,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1971,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.41,19.6
0.542,0.0495,145.42,10,0.2,0.001,19.6,0.23,4.84733,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1971,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.42,19.6
0.543,0.0495,145.43,10,0.2,0.001,19.6,0.23,4.84767,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1971,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.43,19.6
0.544,0.0495,145.44,10,0.2,0.001,19.6,0.23,4.848,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1971,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.44,19.6
0.545,0.0495,145.45,10,0.2,0.001,19.6,0.23,4.84833,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1971,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.45,19.6
0.546,0.0495,145.46,10,0.2,0.001,19.6,0.23,4.84867,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1972,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.46,19.6
0.547,0.0495,145.47,10,0.2,0.001,19.6,0.23,4.849,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1972,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.47,19.6
0.548,0.0495,145.48,10,0.2,0.001,19.6,0.23,4.84933,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1972,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.48,19.6
0.549,0.0495,145.49,10,0.2,0.001,19.6,0.23,4.84967,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1972,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.49,19.6
0.55,0.0495,145.5,10,0.2,0.001,19.6,0.23,4.85,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1973,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.5,19.6
0.551,0.0495,145.51,10,0.2,0.001,19.6,0.23,4.85033,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1973,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.51,19.6
0.552,0.0495,145.52,10,0.2,0.001,19.6,0.23,4.85067,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1973,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.52,19.6
0.553,0.0495,145.53,10,0.2,0.001,19.6,0.23,4.851,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1973,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.53,19.6
0.554,0.0495,145.54,10,0.2,0.001,19.6,0.23,4.85133,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1973,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.54,19.6
0.555,0.0495,145.55,10,0.2,0.001,19.6,0.23,4.85167,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1974,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.55,19.6
0.556,0.0495,145.56,10,0.2,0.001,19.6,0.23,4.852,0.653333,687.5,13.8889,0.00740741,0.00851852,5.61E-05,-5.52E-05,-8.50E-07,21.1974,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.56,19.6
0.557,0.0495,145.57,10,0.2,0.001,19.6,0.23,4.85233,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1974,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.57,19.6
0.558,0.0495,145.58,10,0.2,0.001,19.6,0.23,4.85267,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1974,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.58,19.6
0.559,0.0495,145.59,10,0.2,0.001,19.6,0.23,4.853,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1974,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.59,19.6
0.56,0.0495,145.6,10,0.2,0.001,19.6,0.23,4.85333,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1975,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.6,19.6
0.561,0.0495,145.61,10,0.2,0.001,19.6,0.23,4.85367,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1975,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.61,19.6
0.562,0.0495,145.62,10,0.2,0.001,19.6,0.23,4.854,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1975,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.62,19.6
0.563,0.0495,145.63,10,0.2,0.001,19.6,0.23,4.85433,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1975,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.63,19.6
0.564,0.0495,145.64,10,0.2,0.001,19.6,0.23,4.85467,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1976,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.64,19.6
0.565,0.0495,145.65,10,0.2,0.001,19.6,0.23,4.855,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1976,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.65,19.6
0.566,0.0495,145.66,10,0.2,0.001,19.6,0.23,4.85533,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1976,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.66,19.6
0.567,0.0495,145.67,10,0.2,0.001,19.6,0.23,4.85567,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1976,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.67,19.6
0.568,0.0495,145.68,10,0.2,0.001,19.6,0.23,4.856,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1976,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.68,19.6
0.569,0.0495,145.69,10,0.2,0.001,19.6,0.23,4.85633,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1977,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.69,19.6
0.57,0.0495,145.7,10,0.2,0.001,19.6,0.23,4.85667,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1977,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.7,19.6
0.571,0.0495,145.71,10,0.2,0.001,19.6,0.23,4.857,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1977,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.71,19.6
0.572,0.0495,145.72,10,0.2,0.001,19.6,0.23,4.85733,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1977,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.72,19.6
0.573,0.0495,145.73,10,0.2,0.001,19.6,0.23,4.85767,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1978,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.73,19.6
0.574,0.0495,145.74,10,0.2,0.001,19.6,0.23,4.858,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1978,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.74,19.6
0.575,0.0495,145.75,10,0.2,0.001,19.6,0.23,4.85833,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1978,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.75,19.6
0.576,0.0495,145.76,10,0.2,0.001,19.6,0.23,4.85867,0.653333,687.5,13.8889,0.00740741,0.00851852,5.60E-05,-5.52E-05,-8.50E-07,21.1978,0.000959041,0.0031968,0.0031968,7.20E-05,30,27,0.00048,0.0016,0.0016,,,,,,145.76,19.6
